FID,the_geom,LAYER,ROAD_TYPE
roadsnew_lines.2532,"MULTILINESTRING ((-61.42055965289301 15.578112930971189, -61.420596254914585 15.578016178938231, -61.42072784107632 15.57787053689008, -61.4207637301745 15.577830555033927, -61.420826876325336 15.577716038425606, -61.42084218499112 15.577652914910148, -61.420842689888254 15.577586810916799, -61.42086715737725 15.57748926219001, -61.420870627400376 15.577423179472188, -61.42094596315202 15.577265636613417, -61.4210379921574 15.57725192571707, -61.42110952856654 15.57720357681954, -61.42114280348692 15.577117588212563, -61.4211669415599 15.577063150739137, -61.42120917766775 15.576968603672649, -61.42122163073741 15.576891088401727, -61.421225166455436 15.576816383401185, -61.421246646565876 15.576721687416272, -61.42125308156018 15.576655625946719, -61.42126841193279 15.576589628288854, -61.42129274739615 15.57650932400213, -61.42134361536801 15.576449329752064, -61.421379591854155 15.576397851405593, -61.42144506597818 15.57636670434935, -61.4215164264521 15.57634134798196, -61.42158183472127 15.576318823145371, -61.42166217829386 15.576282034173346, -61.42172780590913 15.576230768407518, -61.42176393582204 15.576159171366537, -61.42180002183512 15.576093322493643, -61.42182713808423 15.575907649051231, -61.421836419698316 15.575727596203652, -61.421845204085365 15.575612689359474, -61.42183448425532 15.57546315170553, -61.42181155302432 15.575359514421418, -61.42169833525353 15.575170918485865, -61.421635986350154 15.575051669208168, -61.42158974390836 15.57489421214955, -61.42154675297763 15.574828754266798, -61.421401937220054 15.574636099278345, -61.42130412446335 15.574501266263798, -61.42115872400551 15.574385253498038, -61.42099733431687 15.574292119905365, -61.420851846399465 15.574187603314684, -61.42072571620492 15.574136878105174, -61.42056877792482 15.57397862662101, -61.42047462677919 15.573882142839977, -61.42040053566553 15.573747479724702, -61.42030275324072 15.573608814238241, -61.420240376291275 15.573493396783174, -61.42015050096475 15.573354787994615, -61.42005236757376 15.573262107812482, -61.419942696011674 15.573127189187954, -61.41974250556743 15.572937968138545, -61.419581381234785 15.572810344625545, -61.419447667517524 15.572717408753473, -61.41923096129703 15.57262004450827, -61.41916782366904 15.572604261792186, -61.419171718512175 15.572611954412288))",Unknown Line Type,Secondary_road
roadsnew_lines.2776,"MULTILINESTRING ((-61.458469761096154 15.559537083091854, -61.45982155928186 15.55984884928283, -61.460219947449495 15.5599483606919))",Unknown Line Type,Secondary_road
roadsnew_lines.2533,"MULTILINESTRING ((-61.425838145854854 15.576563298274708, -61.42581468303929 15.576503013890607, -61.4258393085164 15.576384387683362, -61.425851752525 15.576307830013475, -61.42586024301551 15.576231244063576, -61.42585669794121 15.576177566030891, -61.425797512064435 15.576161813352535, -61.42565134910599 15.576145438481207, -61.425390622128326 15.576116746870062, -61.42525629058307 15.576104288724649, -61.42512213418443 15.576068837754582, -61.42497225140577 15.576021777161776, -61.42492094347271 15.576009912968363, -61.42481829843512 15.57599001667072, -61.424814374128175 15.575986156250918, -61.424762540732 15.576043270243108, -61.424588615916846 15.576038192966895, -61.424513703805495 15.576010830384416, -61.42438390994318 15.575921757564934, -61.42427039741523 15.5757714839419, -61.42425121399419 15.575694699961819, -61.42418941828075 15.57550264093477, -61.42415474219585 15.575383590375598, -61.42410436902458 15.575249098093032, -61.42404236910849 15.57508386389885, -61.423980018808486 15.574964615161615, -61.42394897511268 15.574887746238236, -61.423934644535706 15.574865927075294, -61.42392987948339 15.574799465876104, -61.423852796115035 15.574538315352651, -61.423791020494775 15.574343701512559, -61.423744474646554 15.57422584335487, -61.423718819245444 15.574133683673754, -61.42369851303544 15.574031342749414, -61.42365751119722 15.573877755859074, -61.4236422036776 15.573811219155994, -61.4235957359023 15.573683141988266))",Unknown Line Type,Secondary_road
roadsnew_lines.2534,"MULTILINESTRING ((-61.4235957359023 15.573683141988266, -61.423481826539465 15.573565936839872, -61.42337978270644 15.573428945286919, -61.423165077688736 15.573318398786608, -61.422893799830874 15.573252866975825, -61.42277266794312 15.573161158629055, -61.4227360840361 15.573042803946672, -61.42272844478572 15.572815648164646, -61.42276676047094 15.572706914207156, -61.422991459101354 15.57273577624136, -61.423103843077044 15.572745665401007, -61.423122862309185 15.572709465475397, -61.4230678130897 15.572554642381949, -61.42290100354076 15.57230817817267, -61.4228174257412 15.572207654898243, -61.42277098596815 15.572152817906737))",Unknown Line Type,Secondary_road
roadsnew_lines.2535,"MULTILINESTRING ((-61.42266649559438 15.579872769949908, -61.422705070923854 15.580006987872467, -61.42268894474218 15.580047750433362, -61.422604211964526 15.580098240700355, -61.42255110774496 15.580148957687822, -61.42251920620955 15.580184497363252, -61.42255532643814 15.580286951722115, -61.42262850272879 15.580369232656805, -61.42261183064324 15.5804815280734, -61.42256356885859 15.580588487238504, -61.42248441921103 15.580598139306103, -61.4223634879658 15.580556394066019, -61.42230593106605 15.58049977389456, -61.422173755032524 15.58054992376899, -61.42210979568428 15.580641440935183, -61.42201983008873 15.5806867836454, -61.42194602985569 15.580686254342282, -61.42190436539417 15.580619528520092, -61.42189983509358 15.580522410426502, -61.421927245474144 15.580384643272811, -61.421943878907996 15.58027745742984, -61.42193353106798 15.58025183437052, -61.42183887930695 15.580220496882736, -61.421759846824074 15.580214820234355, -61.42165976763182 15.580203882814834, -61.421496080128136 15.580238476936024, -61.42134828492089 15.580262965420669, -61.42120583916897 15.580277272653646, -61.4211372715182 15.580281890404745, -61.42106874289374 15.580281398647443, -61.420926687435156 15.580244610832471, -61.42089521497365 15.580223945895172, -61.420806069057186 15.580161988893895, -61.420764092799196 15.580136138785123, -61.42067971091531 15.58014064289068, -61.42068486523405 15.580156009185451, -61.42072098451974 15.580258463760991, -61.42078361714396 15.580340669567232, -61.420835902112266 15.58039725226098, -61.42089295112736 15.580520296098326, -61.420924228473005 15.580566508470849, -61.4209818240055 15.580618019483827, -61.42106058339355 15.58065946282977, -61.421060544365076 15.58066457231631, -61.42107624160769 15.580680014263683, -61.42113375915714 15.580741744216162, -61.42121247960069 15.580788297001305, -61.42124930167365 15.58079878075452))",Unknown Line Type,Secondary_road
roadsnew_lines.2536,"MULTILINESTRING ((-61.42124930167365 15.58079878075452, -61.4213591825937 15.58090687428695, -61.42140615738954 15.580968528534468, -61.421479060264964 15.58108657623827, -61.42156762152185 15.581225175330736, -61.42165657304727 15.581312679519908, -61.421766337408094 15.581436101352889, -61.42180265247076 15.581513008370028, -61.42188602066392 15.581641350575966, -61.42189082400586 15.581702702245327, -61.42192698311383 15.58180004720139, -61.421910778588234 15.58185102864783, -61.42192577379493 15.581958441332944, -61.422083762099895 15.581980013582204, -61.42217337723568 15.58198065630008, -61.42225748688224 15.582011918110988, -61.42225623879637 15.582175421753602, -61.422260691218625 15.582282758822247, -61.42233394601367 15.582354820917503, -61.4223750259058 15.582498189027843, -61.42239560487037 15.582564763592487, -61.42244261932497 15.58262130818429, -61.42255820226741 15.582673234667304, -61.422642390247844 15.582694277381657, -61.422731537806165 15.582756233777264, -61.42275781732171 15.582766641726822))",Unknown Line Type,Tertiary_road
roadsnew_lines.2537,"MULTILINESTRING ((-61.4228522133675 15.579874101219385, -61.422867220543424 15.579944801451475, -61.42289460318366 15.57998332100346, -61.42292599787777 15.58001420465313, -61.42294971931508 15.5800143746762, -61.42303719488866 15.579949852052621, -61.423120044508266 15.579973439791637, -61.42329379710346 15.580001511246534, -61.42340449715958 15.580002304480045, -61.423447986469085 15.580002616092269, -61.42351141899599 15.579980076613014, -61.4235234550621 15.579957168874898, -61.42352023209661 15.579861337555243, -61.42352084580294 15.579780863040407, -61.42350956957767 15.579704135665997, -61.4235610828554 15.579689175423177, -61.423671841200694 15.579682304266601, -61.4237864946743 15.57968312561552, -61.423968358818826 15.579684428322414, -61.42396815430983 15.579711253166796))",Unknown Line Type,Tertiary_road
roadsnew_lines.2538,"MULTILINESTRING ((-61.42396815430983 15.579711253166796, -61.42395254454471 15.579684315049514, -61.42393353632074 15.57958453832164, -61.4239102239507 15.579530718721237, -61.423887086891376 15.579453906395901, -61.423867903409146 15.579377122388593, -61.42385630567458 15.579342548345416, -61.42384470794338 15.57930797430189, -61.42384505854791 15.579261988855396, -61.423849304276956 15.579223695969274, -61.42392462641704 15.579197409180178, -61.423980151531985 15.579174812900364, -61.42411489386633 15.57913362230434, -61.424162511831476 15.579110969345827, -61.42417068184307 15.579076536881956, -61.42417138289502 15.578984565972364, -61.424187635268 15.578927197405251, -61.42429888974612 15.578855179827103, -61.424330868658735 15.578809420851085, -61.424453574814414 15.5787911378185, -61.42455575391694 15.578872348359255, -61.42471665243443 15.579030625862586, -61.424779004175484 15.579149874501722, -61.42487661686699 15.57931153118765, -61.42494277635416 15.579449968707673, -61.424993384415 15.57955380391378, -61.42507588383804 15.579623376395189, -61.42513410720527 15.579765589401443, -61.42522000567079 15.579908000471637, -61.425321893707725 15.580027531957645, -61.425487476967845 15.580090034231795, -61.42550628166147 15.580216635757818, -61.42546994051674 15.580316016335752))",Unknown Line Type,Tertiary_road
roadsnew_lines.2539,"MULTILINESTRING ((-61.42546994051674 15.580316016335752, -61.42551264185257 15.580419794873714))",Unknown Line Type,Tertiary_road
roadsnew_lines.2540,"MULTILINESTRING ((-61.372313064446466 15.583903080417887, -61.372438836492705 15.584048269769491, -61.372556627009246 15.58424939978584, -61.37266581379885 15.584377037974688, -61.37276406616903 15.584435617288129, -61.37286492946994 15.584454164164448, -61.372984332237166 15.584450597172932, -61.373018800271765 15.584446401923675, -61.37305340843933 15.584424406943349))",Unknown Line Type,Tertiary_road
roadsnew_lines.2541,"MULTILINESTRING ((-61.3751243021377 15.571768545179388, -61.37515868196956 15.571652205308164, -61.37520749698415 15.571574687127068, -61.37524285420938 15.571457017808175, -61.37528473053617 15.57138612368877, -61.37533570100996 15.571326422174879, -61.375407557147604 15.571237948482162, -61.37544911881327 15.571207103798788, -61.37547685570872 15.571182832386384, -61.37555284818311 15.571152241761883, -61.375647063959576 15.571139586376336, -61.37579177827837 15.57112730353791, -61.375856171458025 15.571112202924423, -61.375934319490966 15.57109942886757, -61.3760169884175 15.571095588535114, -61.37607449541189 15.57108043705551, -61.376178294447925 15.571016674813826, -61.376227231195514 15.570923581547843, -61.376232503164445 15.570836841503434, -61.37620812725366 15.570725406667432, -61.37614472984573 15.570613684000511, -61.376108894554285 15.57049993952999, -61.37606030014074 15.570257045096149, -61.37606502751111 15.570190945028733, -61.37608434429814 15.570142691575331, -61.37616714820753 15.570121607616164, -61.37625339516967 15.570100549018742, -61.37638453296202 15.570063133199984, -61.376453721723735 15.570021922805694, -61.37650238303764 15.569963872751943, -61.37652886085764 15.5698806267109, -61.37652256407989 15.569805483109885, -61.376487302512594 15.569691742918122, -61.376369433775274 15.569574055875151, -61.37627869047429 15.56950997126194, -61.37617782764935 15.5694191107664, -61.37604571543105 15.569361396246489, -61.37590667788381 15.569308637043555, -61.37582293587168 15.5691920668106, -61.375813254960924 15.569039040321968, -61.3760227818242 15.568687206926862, -61.37608906570685 15.568561112299582, -61.37616149410382 15.568345399625048, -61.376152061296935 15.568160729067907, -61.37599011939337 15.567996030933088, -61.37580064233558 15.567873324090762, -61.375518837016635 15.567728838684296, -61.37529754387839 15.567500410469606, -61.375053990887885 15.567335109541522, -61.37488133459604 15.567149234396938, -61.374795151563625 15.567037837764104, -61.37438301743519 15.566860743219909, -61.37383029876513 15.566500536501426))",Unknown Line Type,Tertiary_road
roadsnew_lines.2542,"MULTILINESTRING ((-61.43008383263842 15.435317743167698, -61.4299183187722 15.435740500027533, -61.42975262194845 15.436187479849943, -61.42951291560341 15.436512813355229, -61.4292735730415 15.436789700208072, -61.42912200121483 15.4370187593212, -61.42927940642606 15.437673933817115, -61.429464793442186 15.437929602972677, -61.42943754154017 15.438232215632778, -61.42906084221588 15.438508129564688, -61.42853503006975 15.43868608878617, -61.42794879022032 15.438597149734075, -61.42731223893065 15.438556301361391, -61.42714689714168 15.438493860556473))",Unknown Line Type,Secondary_road
roadsnew_lines.2543,"MULTILINESTRING ((-61.41024473499141 15.452979318809048, -61.41034073076652 15.45282671336878, -61.41038117692966 15.452704368293109, -61.410401808995864 15.452589545808596, -61.41052955947597 15.45241800623268, -61.41064894015469 15.452307724129678, -61.41076021402466 15.452224210270622, -61.410881174226134 15.452132567402737))",Unknown Line Type,Secondary_road
roadsnew_lines.2544,"MULTILINESTRING ((-61.39567105863073 15.47008059651448, -61.39562536391787 15.470224617915857, -61.39556661585315 15.470437805465702, -61.3955241826724 15.470651111205466, -61.39544580247225 15.470765261439245, -61.39540775261445 15.470939040900255, -61.39535752734335 15.471104820511837, -61.39525835676564 15.471270245374006, -61.39517184910561 15.47138038076746, -61.395052955066184 15.471458634972771, -61.394921919900824 15.47152443922151, -61.39481824720921 15.471579316072386, -61.39473751756941 15.47163435920949, -61.39467507376436 15.471698435439272, -61.39462389563844 15.471789294969298, -61.394552343117034 15.471844404566243, -61.39448303340655 15.471906205808851, -61.3944322840316 15.471941439983075, -61.39440904924861 15.471979098809499, -61.394463443720774 15.47206627357089, -61.39453821260279 15.472189198243413, -61.39461699412545 15.472287675492108, -61.394671463089416 15.472365208497104, -61.39474097597811 15.472475485901716, -61.394746316565104 15.472576397476615, -61.394717549674475 15.472736398725052, -61.394667689246496 15.472854711138984, -61.39460221303009 15.473014446178908, -61.39453664520454 15.473186047917013, -61.39449616773574 15.47327772667819, -61.39448908875751 15.473402282963004, -61.394543397795786 15.473500582791027, -61.39466827225166 15.473572692670867, -61.39473511519863 15.473632514319354, -61.3948263167143 15.47370734680693, -61.39486558200164 15.473772902164669, -61.39488329629721 15.47385610235718, -61.39490406971825 15.473939324728505, -61.39492187551841 15.474010658188869, -61.39493084703302 15.474037424870755, -61.394954885431886 15.47409396927463, -61.39498819267426 15.474138713481903, -61.39501862376601 15.474159702044988, -61.395027595297954 15.4741864687244, -61.395033141807254 15.474260680149957, -61.395032684423114 15.474320013805137, -61.395022660891485 15.474429714531022, -61.394966841973535 15.474527215837279, -61.394898146093944 15.47470769551098))",Unknown Line Type,Tertiary_road
roadsnew_lines.2545,"MULTILINESTRING ((-61.39437814981726 15.467592382375935, -61.394255007865624 15.467368932239394, -61.394176228153256 15.467270455013391, -61.394097791585224 15.467127477516074, -61.3940374347194 15.467020233289544, -61.394001710098614 15.46689239972712, -61.39396299512485 15.46675564392965, -61.393923525378895 15.466716788673498, -61.393979525272606 15.466595553945412, -61.3940512089208 15.466423996482124, -61.3941196504804 15.46627615027087))",Unknown Line Type,Tertiary_road
roadsnew_lines.2546,"MULTILINESTRING ((-61.394671654179675 15.468725919521116, -61.394645971857834 15.46861432026744, -61.3946087208185 15.46853561414183, -61.39458008619921 15.468455301623491, -61.394573550661285 15.468410195218759, -61.39457418092077 15.468328426000049, -61.394576583330355 15.468239994216392, -61.394575402841745 15.468169893839542, -61.3945759945037 15.468093130897813, -61.3945815682014 15.46803976801171, -61.394535829518624 15.467945980676689, -61.39450217437046 15.467847274376958, -61.39447011132307 15.467765268144495, -61.39442075125824 15.467694818478806, -61.39438004617541 15.467617756142241, -61.39437814981726 15.467592382375935))",Unknown Line Type,Tertiary_road
roadsnew_lines.2547,"MULTILINESTRING ((-61.38508209312986 15.468626251919021, -61.385106944286555 15.468524629252684, -61.38513751151945 15.468429171643885, -61.385163369441315 15.468349255585201, -61.3851983353906 15.46827830644788, -61.385247394621985 15.468165182625958, -61.385303353823986 15.468049883968009, -61.385377511801984 15.46795474413005, -61.38548629054045 15.46783315511461, -61.3855441816072 15.46776459815909, -61.38560693706628 15.467660474584337, -61.385646732663496 15.46755840875129, -61.385695308628556 15.467507584872607, -61.385812815649345 15.467443912630426, -61.38586808464931 15.467417613909717, -61.38588964673269 15.467299839219452, -61.38589011224978 15.467239764126516))",Unknown Line Type,Tertiary_road
roadsnew_lines.2548,"MULTILINESTRING ((-61.38395871371291 15.46787664557113, -61.383771940789714 15.467813562981041, -61.38359686464587 15.467772727396053, -61.38347864444593 15.46776395294054, -61.38322193353397 15.467730432737852, -61.383046550548336 15.467729152294096, -61.38288331147149 15.46773982772592, -61.38270786708194 15.467746458123859, -61.3825811210544 15.467785090283027, -61.38242153056189 15.46785117292168, -61.382261786369774 15.467937033206853, -61.38214703040543 15.4680073989131, -61.38210716151337 15.468151493563509, -61.38207567268513 15.468266970031074, -61.38200446273201 15.468376222614781, -61.38195800137581 15.468450053991889))",Unknown Line Type,Tertiary_road
roadsnew_lines.2549,"MULTILINESTRING ((-61.38831049951132 15.463939373066168, -61.388559080601866 15.463968872100645, -61.388693583009584 15.463981717902795, -61.38883207228852 15.46400645999648, -61.388954491846235 15.463999438801874, -61.38924793792561 15.46402926337436, -61.389610812309115 15.464047724944646, -61.38985444843684 15.464057407637108, -61.390080811624856 15.464059052939447, -61.39027667689882 15.464048609003097, -61.39040496996711 15.464073276036203, -61.390600331104686 15.464128098750988, -61.390700956106784 15.464170365666849, -61.39086263086878 15.464254611882456, -61.39103105019424 15.464282536907746, -61.39127176345818 15.4643076491629, -61.39149837647629 15.464376048902158, -61.39157233952383 15.464379923685213, -61.39163926530608 15.464403773561768))",Unknown Line Type,Tertiary_road
roadsnew_lines.2777,"MULTILINESTRING ((-61.457346207246886 15.558456888012833, -61.458443132225895 15.558850449566906, -61.45871603443686 15.558189198217304))",Unknown Line Type,Secondary_road
roadsnew_lines.2550,"MULTILINESTRING ((-61.389563057025015 15.464045295384347, -61.38959512729693 15.464122832777186, -61.389690697844145 15.464225327413324, -61.389757197689974 15.464304246788942, -61.38986504522075 15.464376791309322, -61.389952193213134 15.46445586072688, -61.389992986345554 15.464521242388857, -61.39001494239586 15.464574805179224, -61.390022913863525 15.46465663677488, -61.38997930386924 15.464733086898276, -61.38993571963391 15.464806199496957, -61.389867929872885 15.464894155779772, -61.389779014747276 15.465043705908856, -61.38972663351982 15.46514178724825, -61.389619358312004 15.465217774423966, -61.38950521322496 15.46529204273963, -61.38940659285134 15.465361417328618, -61.389361455316404 15.465412823442113, -61.38941468018719 15.465428230118775, -61.38949205905002 15.465435468163852, -61.38961082447203 15.465431325143967, -61.38977486923166 15.465357419546272, -61.38991672565222 15.465259988627247, -61.3899979714203 15.465212182550133, -61.39009466454468 15.46516949526673, -61.390134639829874 15.465118051462222, -61.39020557434375 15.465068501505431, -61.390274633423275 15.465038964095992, -61.39031437655404 15.465017557870024, -61.39038696720333 15.46497636413502, -61.390543948193 15.464925770482877, -61.39056979697431 15.46492095175193, -61.39064396641988 15.46489812675216, -61.390657744699766 15.464896558010311))",Unknown Line Type,Tertiary_road
roadsnew_lines.2551,"MULTILINESTRING ((-61.38649551976089 15.46096420423006, -61.38643036378167 15.461082403343939, -61.38631656373844 15.461161679196737, -61.38620666192254 15.461231341146142, -61.38611429136158 15.46130854784526, -61.38602205859769 15.461367954460627, -61.38592290875111 15.461431760898225, -61.38575255282081 15.461506174113426, -61.385563757074436 15.461591578460492, -61.38546260587384 15.461617542878834, -61.385361471892814 15.46164128224451))",Unknown Line Type,Tertiary_road
roadsnew_lines.2552,"MULTILINESTRING ((-61.38649551976089 15.46096420423006, -61.38652567146327 15.460922146330004, -61.38660053541184 15.461031722939966, -61.386645058237214 15.461207832511011, -61.386694186726245 15.46138175048506, -61.38673644993842 15.461553393329472, -61.3867970667444 15.461725169816576, -61.38687357075103 15.461919313286538, -61.38693223803653 15.462046572934348, -61.38703911797937 15.4621697333436, -61.38714830946743 15.462290685408924, -61.38728042586298 15.46241402945294, -61.38732579325869 15.462481113656965, -61.387403021214055 15.462581806751734, -61.387400692572186 15.462586240063446))",Unknown Line Type,Tertiary_road
roadsnew_lines.2553,"MULTILINESTRING ((-61.42611057234905 15.472524940763446, -61.426397825906434 15.472297543234639, -61.42653487890006 15.47197413749338, -61.4267768157275 15.471805755082562, -61.42698540434985 15.471732075898696, -61.42748248520336 15.471806812142045, -61.42766534616334 15.471899095391679, -61.427856364989694 15.471991436428933, -61.42815852810859 15.47195006736044, -61.42834276286698 15.47186039055885, -61.42845759743243 15.471778132723315, -61.428539472814776 15.471739155296671, -61.42868690812695 15.471661084559372, -61.42889555578871 15.471579492211474, -61.42903858378395 15.471544904351592, -61.42915314937722 15.47149824690419, -61.42924318221743 15.471459327068212, -61.429475526890656 15.471480754496007, -61.42962227564171 15.471493662909442, -61.42991205227519 15.471471982784486, -61.429916131115725 15.471472011707734))",Unknown Line Type,Tertiary_road
roadsnew_lines.2554,"MULTILINESTRING ((-61.42257684388561 15.509787985462747, -61.42251643519531 15.509661855845822, -61.42248892966204 15.509523205330318, -61.42240434023115 15.509380191370274, -61.42225108935217 15.509145702935893, -61.42214592212866 15.509026276937218, -61.422073271300775 15.508922906457478, -61.42203805774639 15.50872486338936, -61.42207579539692 15.508590634639393, -61.42212532093325 15.508515827536451, -61.42215124048127 15.50832613271894, -61.422103788264245 15.508128002253303, -61.42208876211191 15.507957794178001, -61.42208933300083 15.507882637451038, -61.42208579430242 15.5078114072069, -61.42209869393401 15.507724471028164, -61.42203456315608 15.507573691428455, -61.421987291439166 15.507351827247941, -61.422000251158046 15.507256979838125, -61.4219326720502 15.507023103126897, -61.421892507852846 15.50693974380951, -61.42195490254418 15.506781956146371, -61.42208142767057 15.506774948043239, -61.42226536645078 15.506728791496476, -61.42235514586094 15.506725476690002, -61.422404070025706 15.50672978182644, -61.42257513943336 15.506766605622142, -61.42268879531523 15.50684257779249, -61.42281031001585 15.506958164338966, -61.42286610200063 15.507132619233854, -61.42291352479813 15.507334705218438, -61.42286339923059 15.507488624935732, -61.42286204781941 15.507666627782209, -61.42292212973534 15.507813422461812, -61.42300272955728 15.507944540242672, -61.42320163627912 15.508076502334356, -61.42334273904878 15.508299035964411, -61.423491881129664 15.508537450225571, -61.42355985263091 15.508719903582147, -61.42367569831032 15.509045108525306, -61.42372681459124 15.509301884999001))",Unknown Line Type,Tertiary_road
roadsnew_lines.2555,"MULTILINESTRING ((-61.409540105710235 15.616052734798384, -61.40931213019817 15.616081894925957, -61.40905911092846 15.616131446358406, -61.40892160383252 15.616166721446243, -61.40880886053838 15.616226356875403, -61.408577742620125 15.61626699857754, -61.40836224197738 15.616304730615894, -61.40820623184588 15.616312667521017, -61.40805934479068 15.616350896663791, -61.40792455954138 15.616437575377331, -61.407851800244714 15.616570043078257, -61.40778837393496 15.616705601045567, -61.40764073966536 15.616840548291439, -61.40735329560164 15.616904961069064, -61.40718094389286 15.617009502477803, -61.40712640647717 15.617205577065862, -61.4071090100835 15.617304189744182, -61.40713712589419 15.617391022894504, -61.407152547175826 15.617438741024214, -61.407191911909536 15.617566543349135, -61.40724707885506 15.617692760085223, -61.40734450757344 15.617798880710435, -61.407500105341555 15.617869718545382, -61.40764211491503 15.617882650127294, -61.407837030395264 15.617860260600096, -61.40806158585358 15.617861888947782, -61.40827204099743 15.617871915959297, -61.40848580802136 15.617907470139725, -61.40873257959716 15.617985768940274, -61.4089529968963 15.618068977165693, -61.40906481566266 15.618129295337615, -61.40913479261037 15.618155305779036, -61.40933088556036 15.618207733349406, -61.40956389854095 15.618250226864486, -61.40977783675981 15.618263678153008, -61.41007265842937 15.618253911849711, -61.41021133031662 15.618244714704364, -61.41043786361607 15.618217451146137, -61.410567842396595 15.618197989478388, -61.41072960903386 15.618151554232291, -61.41087223506254 15.6180845776085, -61.411057043859074 15.618007704822922, -61.41121183219652 15.617956118015815, -61.41135761296884 15.617935069984958, -61.41153674806752 15.617911429468649, -61.41194429691661 15.617844101716795, -61.41240365536274 15.617731808446829, -61.41259589974467 15.61767652426191, -61.41304583131533 15.61757322930422))",Unknown Line Type,Primary_road
roadsnew_lines.2556,"MULTILINESTRING ((-61.41645623015706 15.619522775020762, -61.41658416971599 15.619469962204946, -61.41681707579859 15.619467611799267, -61.41704631848123 15.61940075193605, -61.41720095585143 15.619301112538079, -61.41723043647931 15.619252962987357, -61.41714344870734 15.61920800388996, -61.41700236980643 15.619166684906942, -61.41687361168217 15.61914560555907, -61.41672430878116 15.619092136576894, -61.41662496957234 15.619030967514124, -61.41654269762801 15.61891349907773, -61.41651876816398 15.618780330739668, -61.416432709325925 15.618614472872867, -61.41634426372229 15.61848234286916, -61.41620146570813 15.618303985121896, -61.416091481539524 15.618184973246853, -61.41594264397172 15.618071054563504, -61.4156935908542 15.618010148280263, -61.415394595199906 15.617954254833311, -61.41510085523227 15.617936013870127, -61.41488461582356 15.617934452759846, -61.414590752050756 15.617932330909952, -61.414352582234706 15.617898369545802, -61.41404750540784 15.61791228666946, -61.413748427887086 15.617867137555669, -61.41348265943902 15.617816855186478, -61.413233607624456 15.617755946206138, -61.41307343481565 15.617674185158945, -61.41304583131533 15.61757322930422))",Unknown Line Type,Primary_road
roadsnew_lines.2557,"MULTILINESTRING ((-61.41645623015706 15.619522775020762, -61.41642813645171 15.619567157697626, -61.416513577834344 15.619635783193177, -61.4166657764523 15.61969298854728, -61.41681818405399 15.61972299163426, -61.41702889037123 15.619700707883144, -61.41719052671197 15.619671269213278, -61.417246731582786 15.61966317329665, -61.41735894554853 15.619672483459373, -61.4175165250248 15.619714424965482, -61.417772009715385 15.619801278022592, -61.4179973703765 15.61992701901595, -61.418266512237665 15.620063276645936, -61.41847969728192 15.620175327614195, -61.41865587128418 15.620309214785012, -61.41868501744425 15.620397836751334, -61.418644162669075 15.620463284709887, -61.41856606611649 15.62058060477846, -61.41842512509444 15.62065666649633, -61.418230470176276 15.62072100620058, -61.418031797847604 15.620699171760325, -61.41787516091681 15.620686708007051, -61.41761047015072 15.620732406568541, -61.41748571145653 15.620833521001465, -61.41725340327066 15.620927058994734, -61.41697679000784 15.621002141434191, -61.41677082160923 15.62101652478659, -61.416571801049194 15.621040025950938, -61.4164080420765 15.621041111594696, -61.416187986413824 15.621062193680299, -61.416059210418595 15.621077133300574, -61.41594654728701 15.621126193698057, -61.4158921716419 15.621200611368394, -61.41588194399694 15.621313886148826))",Unknown Line Type,Primary_road
