title,avg_enjoyment,goodreads_rating,category,read_year,link
"The Hostile Hospital (A Series of Unfortunate Events, #8)",2,4.0,General Reading,2012,https://www.goodreads.com/review/show/370655735?utm_medium=api&utm_source=rss
"The Vile Village (A Series of Unfortunate Events, #7)",2,3.98,General Reading,2012,https://www.goodreads.com/review/show/370655711?utm_medium=api&utm_source=rss
"The Ersatz Elevator (A Series of Unfortunate Events, #6)",3,4.06,General Reading,2012,https://www.goodreads.com/review/show/370655695?utm_medium=api&utm_source=rss
"The Austere Academy (A Series of Unfortunate Events, #5)",3,4.02,General Reading,2012,https://www.goodreads.com/review/show/370655647?utm_medium=api&utm_source=rss
"The Miserable Mill (A Series of Unfortunate Events, #4)",2,3.87,General Reading,2012,https://www.goodreads.com/review/show/370655634?utm_medium=api&utm_source=rss
"The Wide Window (A Series of Unfortunate Events, #3)",3,3.96,General Reading,2012,https://www.goodreads.com/review/show/370655621?utm_medium=api&utm_source=rss
"The Reptile Room (A Series of Unfortunate Events, #2)",4,4.03,General Reading,2012,https://www.goodreads.com/review/show/370655611?utm_medium=api&utm_source=rss
"The Bad Beginning (A Series of Unfortunate Events, #1)",4,4.03,General Reading,2012,https://www.goodreads.com/review/show/370655574?utm_medium=api&utm_source=rss
Market Forces,3,3.6,General Reading,2012,https://www.goodreads.com/review/show/370655194?utm_medium=api&utm_source=rss
The Constant Gardener,3,3.83,General Reading,2012,https://www.goodreads.com/review/show/370654846?utm_medium=api&utm_source=rss
Split Heirs,3,3.58,General Reading,2012,https://www.goodreads.com/review/show/370654317?utm_medium=api&utm_source=rss
"Furious Gulf (Galactic Center, #5)",3,3.75,General Reading,2012,https://www.goodreads.com/review/show/370641200?utm_medium=api&utm_source=rss
"Tides of Light (Galactic Center, #4)",3,3.84,General Reading,2012,https://www.goodreads.com/review/show/370640843?utm_medium=api&utm_source=rss
"Across the Sea of Suns (Galactic Center, #2)",4,3.76,General Reading,2012,https://www.goodreads.com/review/show/370640795?utm_medium=api&utm_source=rss
"Great Sky River (Galactic Center, #3)",3,3.89,General Reading,2012,https://www.goodreads.com/review/show/370640762?utm_medium=api&utm_source=rss
"Foundation's Fear (Second Foundation Trilogy, #1)",3,3.87,General Reading,2012,https://www.goodreads.com/review/show/370640592?utm_medium=api&utm_source=rss
Timescape,4,3.74,General Reading,2012,https://www.goodreads.com/review/show/370640536?utm_medium=api&utm_source=rss
Karl Marx: A Reader,3,3.09,General Reading,2012,https://www.goodreads.com/review/show/370639581?utm_medium=api&utm_source=rss
The Known World,4,3.83,General Reading,2012,https://www.goodreads.com/review/show/370635919?utm_medium=api&utm_source=rss
The Last Ringbearer,4,3.51,General Reading,2012,https://www.goodreads.com/review/show/370635327?utm_medium=api&utm_source=rss
The Last Lecture,3,4.25,General Reading,2012,https://www.goodreads.com/review/show/370635143?utm_medium=api&utm_source=rss
Socialism: An Economic and Sociological Analysis,2,4.32,General Reading,2012,https://www.goodreads.com/review/show/370634752?utm_medium=api&utm_source=rss
Edison's Conquest of Mars,3,2.78,General Reading,2012,https://www.goodreads.com/review/show/370634015?utm_medium=api&utm_source=rss
1001 Things Everyone Should Know About Science,3,3.7,General Reading,2012,https://www.goodreads.com/review/show/370633745?utm_medium=api&utm_source=rss
Deep Time: How Humanity Communicates Across Millennia,4,3.7,General Reading,2012,https://www.goodreads.com/review/show/370633250?utm_medium=api&utm_source=rss
"Exit, Voice, and Loyalty: Responses to Decline in Firms, Organizations, and States",4,4.12,General Reading,2012,https://www.goodreads.com/review/show/370632405?utm_medium=api&utm_source=rss
"The Amber Spyglass (His Dark Materials, #3)",4,4.11,General Reading,2012,https://www.goodreads.com/review/show/370630965?utm_medium=api&utm_source=rss
"The Subtle Knife (His Dark Materials, #2)",3,4.12,General Reading,2012,https://www.goodreads.com/review/show/369823313?utm_medium=api&utm_source=rss
"The Golden Compass (His Dark Materials, #1)",4,4.02,General Reading,2012,https://www.goodreads.com/review/show/370630936?utm_medium=api&utm_source=rss
The Westing Game,5,3.99,General Reading,2012,https://www.goodreads.com/review/show/370630335?utm_medium=api&utm_source=rss
Matilda,5,4.33,General Reading,2012,https://www.goodreads.com/review/show/370629997?utm_medium=api&utm_source=rss
Where the Wild Things Are,4,4.25,General Reading,2012,https://www.goodreads.com/review/show/370629874?utm_medium=api&utm_source=rss
The True Story of the 3 Little Pigs,3,4.32,General Reading,2012,https://www.goodreads.com/review/show/370629717?utm_medium=api&utm_source=rss
"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",2,3.56,General Reading,2012,https://www.goodreads.com/review/show/370629591?utm_medium=api&utm_source=rss
Strega Nona: An Original Tale,5,4.42,General Reading,2012,https://www.goodreads.com/review/show/370629475?utm_medium=api&utm_source=rss
The Velveteen Rabbit,5,4.42,General Reading,2012,https://www.goodreads.com/review/show/370629230?utm_medium=api&utm_source=rss
The BFG,3,4.23,General Reading,2012,https://www.goodreads.com/review/show/370629132?utm_medium=api&utm_source=rss
"Holes (Holes, #1)",3,4.01,General Reading,2012,https://www.goodreads.com/review/show/370629039?utm_medium=api&utm_source=rss
The Witch of Blackbird Pond,3,4.01,General Reading,2012,https://www.goodreads.com/review/show/370629025?utm_medium=api&utm_source=rss
Maniac Magee,4,3.89,General Reading,2012,https://www.goodreads.com/review/show/370628974?utm_medium=api&utm_source=rss
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",5,4.16,General Reading,2012,https://www.goodreads.com/review/show/370628958?utm_medium=api&utm_source=rss
"The Chosen (Reuven Malter, #1)",3,4.07,General Reading,2012,https://www.goodreads.com/review/show/370628893?utm_medium=api&utm_source=rss
Little Women,2,4.03,General Reading,2012,https://www.goodreads.com/review/show/370628792?utm_medium=api&utm_source=rss
"Go, Dog. Go!",2,4.15,General Reading,2012,https://www.goodreads.com/review/show/370628486?utm_medium=api&utm_source=rss
The Secret Garden,3,4.16,General Reading,2012,https://www.goodreads.com/review/show/370628452?utm_medium=api&utm_source=rss
The Black Cauldron (The Chronicles of Prydain #2),3,4.03,General Reading,2012,https://www.goodreads.com/review/show/370628406?utm_medium=api&utm_source=rss
"The Book of Three (The Chronicles of Prydain, #1)",3,3.97,General Reading,2012,https://www.goodreads.com/review/show/370628373?utm_medium=api&utm_source=rss
A Little Princess,4,4.26,General Reading,2012,https://www.goodreads.com/review/show/370628305?utm_medium=api&utm_source=rss
"The Indian in the Cupboard (The Indian in the Cupboard, #1)",4,3.93,General Reading,2012,https://www.goodreads.com/review/show/370627965?utm_medium=api&utm_source=rss
"Anne of Green Gables (Anne of Green Gables, #1)",4,4.31,General Reading,2012,https://www.goodreads.com/review/show/370627914?utm_medium=api&utm_source=rss
"Anne of Avonlea (Anne of Green Gables, #2)",3,4.23,General Reading,2012,https://www.goodreads.com/review/show/370627735?utm_medium=api&utm_source=rss
Bridge to Terabithia,3,4.02,General Reading,2012,https://www.goodreads.com/review/show/370627388?utm_medium=api&utm_source=rss
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",4,4.37,General Reading,2012,https://www.goodreads.com/review/show/370627295?utm_medium=api&utm_source=rss
How the Grinch Stole Christmas!,4,4.51,General Reading,2012,https://www.goodreads.com/review/show/370627223?utm_medium=api&utm_source=rss
A Separate Peace,3,3.6,General Reading,2012,https://www.goodreads.com/review/show/370627193?utm_medium=api&utm_source=rss
"When We Were Very Young (Winnie-the-Pooh, #3)",3,4.24,General Reading,2012,https://www.goodreads.com/review/show/370627133?utm_medium=api&utm_source=rss
A Christmas Carol,4,4.07,General Reading,2012,https://www.goodreads.com/review/show/370627063?utm_medium=api&utm_source=rss
The Very Hungry Caterpillar,5,4.29,General Reading,2012,https://www.goodreads.com/review/show/370626952?utm_medium=api&utm_source=rss
The Sneetches and Other Stories,3,4.18,General Reading,2012,https://www.goodreads.com/review/show/370626871?utm_medium=api&utm_source=rss
The Garden of Abdul Gasazi,4,4.04,General Reading,2012,https://www.goodreads.com/review/show/370626822?utm_medium=api&utm_source=rss
The Polar Express,3,4.32,General Reading,2012,https://www.goodreads.com/review/show/370626792?utm_medium=api&utm_source=rss
"Are You There God? It’s Me, Margaret",1,3.93,General Reading,2012,https://www.goodreads.com/review/show/370626605?utm_medium=api&utm_source=rss
Harriet the Spy (Harriet the Spy #1),4,3.95,General Reading,2012,https://www.goodreads.com/review/show/370626084?utm_medium=api&utm_source=rss
"The Cat in the Hat (Cat in the Hat, #1)",4,4.2,General Reading,2012,https://www.goodreads.com/review/show/370625813?utm_medium=api&utm_source=rss
How Proust Can Change Your Life,2,3.78,General Reading,2012,https://www.goodreads.com/review/show/370625288?utm_medium=api&utm_source=rss
The Consolations of Philosophy,4,4.03,General Reading,2012,https://www.goodreads.com/review/show/370625265?utm_medium=api&utm_source=rss
The Pleasures and Sorrows of Work,2,3.64,General Reading,2012,https://www.goodreads.com/review/show/370625174?utm_medium=api&utm_source=rss
"Bunnicula: A Rabbit-Tale of Mystery (Bunnicula, #1)",3,3.88,General Reading,2012,https://www.goodreads.com/review/show/370624944?utm_medium=api&utm_source=rss
"Well Played 1.0: Video Games, Value and Meaning",4,3.14,General Reading,2012,https://www.goodreads.com/review/show/370624331?utm_medium=api&utm_source=rss
"The Tale of Peter Rabbit (World of Beatrix Potter, #1)",5,4.23,General Reading,2012,https://www.goodreads.com/review/show/370621310?utm_medium=api&utm_source=rss
"The Boxcar Children 1-4 (The Boxcar Children, #1-4)",3,4.24,General Reading,2012,https://www.goodreads.com/review/show/370621261?utm_medium=api&utm_source=rss
"Machine of Death: A Collection of Stories About People Who Know How They Will Die (Machine of Death, #1)",3,3.94,General Reading,2012,https://www.goodreads.com/review/show/370621030?utm_medium=api&utm_source=rss
"It's a Busy, Busy World",3,4.26,General Reading,2012,https://www.goodreads.com/review/show/370620094?utm_medium=api&utm_source=rss
Mr. Popper's Penguins,4,3.97,General Reading,2012,https://www.goodreads.com/review/show/370620016?utm_medium=api&utm_source=rss
The Book of Imaginary Beings,5,4.14,General Reading,2012,https://www.goodreads.com/review/show/370619300?utm_medium=api&utm_source=rss
Snow Crash,5,4.02,General Reading,2012,https://www.goodreads.com/review/show/369883787?utm_medium=api&utm_source=rss
"Northworld Trilogy  (Northworld, #1-3)",3,3.68,General Reading,2012,https://www.goodreads.com/review/show/370617572?utm_medium=api&utm_source=rss
The Tank Lords (BAEN),2,3.91,General Reading,2012,https://www.goodreads.com/review/show/370617524?utm_medium=api&utm_source=rss
Giants' Star,4,3.93,General Reading,2012,https://www.goodreads.com/review/show/370617414?utm_medium=api&utm_source=rss
The Gentle Giants of Ganymede,4,3.99,General Reading,2012,https://www.goodreads.com/review/show/370617397?utm_medium=api&utm_source=rss
Inherit the Stars,4,4.06,General Reading,2012,https://www.goodreads.com/review/show/370617260?utm_medium=api&utm_source=rss
"Heirs of Empire (Dahak, #3)",4,4.13,General Reading,2012,https://www.goodreads.com/review/show/370616759?utm_medium=api&utm_source=rss
"The Armageddon Inheritance (Dahak, #2)",3,4.22,General Reading,2012,https://www.goodreads.com/review/show/370616710?utm_medium=api&utm_source=rss
"Changer of Worlds (Worlds of Honor, #3)",2,4.03,General Reading,2012,https://www.goodreads.com/review/show/370616683?utm_medium=api&utm_source=rss
More Than Honor,3,3.93,General Reading,2012,https://www.goodreads.com/review/show/370616663?utm_medium=api&utm_source=rss
"Mutineers' Moon (Dahak, #1)",3,4.2,General Reading,2012,https://www.goodreads.com/review/show/370616554?utm_medium=api&utm_source=rss
"At All Costs (Honor Harrington, #11)",3,4.19,General Reading,2012,https://www.goodreads.com/review/show/370615941?utm_medium=api&utm_source=rss
"War of Honor (Honor Harrington, #10)",2,4.12,General Reading,2012,https://www.goodreads.com/review/show/370615895?utm_medium=api&utm_source=rss
"Ashes of Victory (Honor Harrington, #9)",3,4.17,General Reading,2012,https://www.goodreads.com/review/show/370615887?utm_medium=api&utm_source=rss
"Echoes of Honor (Honor Harrington, #8)",3,4.22,General Reading,2012,https://www.goodreads.com/review/show/370615850?utm_medium=api&utm_source=rss
"In Enemy Hands (Honor Harrington, #7)",2,4.23,General Reading,2012,https://www.goodreads.com/review/show/370615823?utm_medium=api&utm_source=rss
"Flag in Exile (Honor Harrington, #5)",3,4.22,General Reading,2012,https://www.goodreads.com/review/show/370615794?utm_medium=api&utm_source=rss
"Honor Among Enemies (Honor Harrington, #6)",3,4.25,General Reading,2012,https://www.goodreads.com/review/show/370615785?utm_medium=api&utm_source=rss
"Field of Dishonor (Honor Harrington, #4)",4,4.2,General Reading,2012,https://www.goodreads.com/review/show/370615729?utm_medium=api&utm_source=rss
"The Short Victorious War (Honor Harrington, #3)",4,4.18,General Reading,2012,https://www.goodreads.com/review/show/370615710?utm_medium=api&utm_source=rss
"The Honor of the Queen (Honor Harrington, #2)",3,4.21,General Reading,2012,https://www.goodreads.com/review/show/370615693?utm_medium=api&utm_source=rss
"On Basilisk Station (Honor Harrington, #1)",4,4.13,General Reading,2012,https://www.goodreads.com/review/show/370615652?utm_medium=api&utm_source=rss
"Blood Brothers (Necroscope, #6)",3,4.16,General Reading,2012,https://www.goodreads.com/review/show/370613320?utm_medium=api&utm_source=rss
"Deadspawn (Necroscope, #5)",3,4.14,General Reading,2012,https://www.goodreads.com/review/show/370613306?utm_medium=api&utm_source=rss
"Deadspeak (Necroscope, #4)",3,4.14,General Reading,2012,https://www.goodreads.com/review/show/370613252?utm_medium=api&utm_source=rss
"The Source (Necroscope, #3)",3,4.16,General Reading,2012,https://www.goodreads.com/review/show/370613232?utm_medium=api&utm_source=rss
"Vamphyri! (Necroscope, #2)",4,4.12,General Reading,2012,https://www.goodreads.com/review/show/370613208?utm_medium=api&utm_source=rss
"Necroscope (Necroscope, #1)",4,4.01,General Reading,2012,https://www.goodreads.com/review/show/370613190?utm_medium=api&utm_source=rss
Eastern Standard Tribe,1,3.48,General Reading,2012,https://www.goodreads.com/review/show/370608672?utm_medium=api&utm_source=rss
"Someone Comes to Town, Someone Leaves Town",3,3.5,General Reading,2012,https://www.goodreads.com/review/show/370608619?utm_medium=api&utm_source=rss
The Hacker and the Ants: Version 2.0,3,3.66,General Reading,2012,https://www.goodreads.com/review/show/370608398?utm_medium=api&utm_source=rss
"Equal Rites (Discworld, #3; Witches, #1)",3,4.06,General Reading,2012,https://www.goodreads.com/review/show/370608007?utm_medium=api&utm_source=rss
The Metamorphosis of Prime Intellect,4,4.0,General Reading,2012,https://www.goodreads.com/review/show/370607720?utm_medium=api&utm_source=rss
The Voyage of the Space Beagle,4,3.87,General Reading,2012,https://www.goodreads.com/review/show/370607569?utm_medium=api&utm_source=rss
The World of Null-A,2,3.74,General Reading,2012,https://www.goodreads.com/review/show/370607545?utm_medium=api&utm_source=rss
"The Light Fantastic (Discworld, #2; Rincewind, #2)",3,3.98,General Reading,2012,https://www.goodreads.com/review/show/370606524?utm_medium=api&utm_source=rss
Purely Functional Data Structures (Volume 0),4,4.13,General Reading,2012,https://www.goodreads.com/review/show/370606420?utm_medium=api&utm_source=rss
The Awakening,2,3.69,General Reading,2012,https://www.goodreads.com/review/show/370606322?utm_medium=api&utm_source=rss
Rosencrantz and Guildenstern Are Dead,5,4.04,General Reading,2012,https://www.goodreads.com/review/show/370606147?utm_medium=api&utm_source=rss
"Tales of a Fourth Grade Nothing (Fudge, #1)",2,4.11,General Reading,2012,https://www.goodreads.com/review/show/370603984?utm_medium=api&utm_source=rss
The Red Badge of Courage,3,3.28,General Reading,2012,https://www.goodreads.com/review/show/370603962?utm_medium=api&utm_source=rss
The Eudaemonic Pie,3,3.87,General Reading,2012,https://www.goodreads.com/review/show/370603142?utm_medium=api&utm_source=rss
"Bloodwars (Necroscope, #8)",3,4.27,General Reading,2012,https://www.goodreads.com/review/show/370602557?utm_medium=api&utm_source=rss
"The Last Aerie (Necroscope, #7)",4,4.23,General Reading,2012,https://www.goodreads.com/review/show/370602433?utm_medium=api&utm_source=rss
Producing Open Source Software: How to Run a Successful Free Software Project,4,3.79,General Reading,2012,https://www.goodreads.com/review/show/370601467?utm_medium=api&utm_source=rss
"The Three Pillars of Zen: Teaching, Practice, and Enlightenment",4,4.07,General Reading,2012,https://www.goodreads.com/review/show/370598848?utm_medium=api&utm_source=rss
Storm of Steel,4,4.14,General Reading,2012,https://www.goodreads.com/review/show/370597769?utm_medium=api&utm_source=rss
The Mythical Man-Month: Essays on Software Engineering,5,4.0,General Reading,2012,https://www.goodreads.com/review/show/370597378?utm_medium=api&utm_source=rss
The Tibetan Book of Living and Dying. Sogyal Rinpoche (Rider 100),4,4.16,General Reading,2012,https://www.goodreads.com/review/show/370597275?utm_medium=api&utm_source=rss
The Nimrod Flipout,3,3.98,General Reading,2012,https://www.goodreads.com/review/show/370596788?utm_medium=api&utm_source=rss
Sailing Bright Eternity,4,3.7,General Reading,2012,https://www.goodreads.com/review/show/370596102?utm_medium=api&utm_source=rss
"Beggars Ride (Sleepless, #3)",4,3.76,General Reading,2012,https://www.goodreads.com/review/show/370595946?utm_medium=api&utm_source=rss
Castle of Wizardry (The Belgariad #4),3,4.17,General Reading,2012,https://www.goodreads.com/review/show/370595006?utm_medium=api&utm_source=rss
Magician's Gambit (The Belgariad #3),4,4.14,General Reading,2012,https://www.goodreads.com/review/show/370594989?utm_medium=api&utm_source=rss
Queen of Sorcery (The Belgariad #2),3,4.14,General Reading,2012,https://www.goodreads.com/review/show/370594975?utm_medium=api&utm_source=rss
"Pawn of Prophecy (The Belgariad, #1)",4,4.16,General Reading,2012,https://www.goodreads.com/review/show/370594957?utm_medium=api&utm_source=rss
The Sapphire Rose (The Elenium #3),4,4.03,General Reading,2012,https://www.goodreads.com/review/show/370594867?utm_medium=api&utm_source=rss
The Ruby Knight (The Elenium #2),3,4.01,General Reading,2012,https://www.goodreads.com/review/show/370594832?utm_medium=api&utm_source=rss
The Diamond Throne (The Elenium #1),3,3.98,General Reading,2012,https://www.goodreads.com/review/show/370594805?utm_medium=api&utm_source=rss
Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics),1,4.01,General Reading,2012,https://www.goodreads.com/review/show/370585093?utm_medium=api&utm_source=rss
Ventus,2,3.9,General Reading,2012,https://www.goodreads.com/review/show/370584951?utm_medium=api&utm_source=rss
Gentlemen of the Road,3,3.45,General Reading,2012,https://www.goodreads.com/review/show/370583910?utm_medium=api&utm_source=rss
"Powers, Vol. 1: Who Killed Retro Girl?",3,3.99,General Reading,2012,https://www.goodreads.com/review/show/370583287?utm_medium=api&utm_source=rss
When Genius Failed: The Rise and Fall of Long-Term Capital Management,4,4.2,General Reading,2012,https://www.goodreads.com/review/show/370573199?utm_medium=api&utm_source=rss
"Me and My Little Brain (Great Brain, #3)",3,4.24,General Reading,2012,https://www.goodreads.com/review/show/370571618?utm_medium=api&utm_source=rss
"The Great Brain at the Academy (Great Brain, #4)",3,4.28,General Reading,2012,https://www.goodreads.com/review/show/370571599?utm_medium=api&utm_source=rss
"More Adventures of the Great Brain (Great Brain, #2)",3,4.28,General Reading,2012,https://www.goodreads.com/review/show/370571554?utm_medium=api&utm_source=rss
"The Great Brain (Great Brain, #1)",4,4.16,General Reading,2012,https://www.goodreads.com/review/show/370571503?utm_medium=api&utm_source=rss
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,5,4.16,General Reading,2012,https://www.goodreads.com/review/show/370570793?utm_medium=api&utm_source=rss
Compact Oxford English Dictionary,5,4.6,General Reading,2012,https://www.goodreads.com/review/show/370566671?utm_medium=api&utm_source=rss
The Complete Calvin and Hobbes,5,4.81,General Reading,2012,https://www.goodreads.com/review/show/370566477?utm_medium=api&utm_source=rss
The Wasp Factory,4,3.78,General Reading,2012,https://www.goodreads.com/review/show/370565328?utm_medium=api&utm_source=rss
The Mismeasure of Man,2,4.06,General Reading,2012,https://www.goodreads.com/review/show/370564692?utm_medium=api&utm_source=rss
Battlefield Earth: A Saga of the Year 3000,1,3.46,General Reading,2012,https://www.goodreads.com/review/show/370563562?utm_medium=api&utm_source=rss
"The State of the Art (Culture, #4)",3,3.84,General Reading,2012,https://www.goodreads.com/review/show/370561747?utm_medium=api&utm_source=rss
"Timelike Infinity (Xeelee Sequence, #2)",3,3.86,General Reading,2012,https://www.goodreads.com/review/show/370560884?utm_medium=api&utm_source=rss
"Flux (Xeelee Sequence, #3)",3,3.66,General Reading,2012,https://www.goodreads.com/review/show/370559382?utm_medium=api&utm_source=rss
"Raft (Xeelee Sequence, #1)",3,3.69,General Reading,2012,https://www.goodreads.com/review/show/370559314?utm_medium=api&utm_source=rss
"Vacuum Diagrams (Xeelee Sequence, #5)",4,4.06,General Reading,2012,https://www.goodreads.com/review/show/370559269?utm_medium=api&utm_source=rss
"Ring (Xeelee Sequence, #4)",5,4.0,General Reading,2012,https://www.goodreads.com/review/show/370559180?utm_medium=api&utm_source=rss
The Timeless Way of Building,4,4.38,General Reading,2012,https://www.goodreads.com/review/show/370558780?utm_medium=api&utm_source=rss
Extraordinary Popular Delusions and the Madness of Crowds,3,3.86,General Reading,2012,https://www.goodreads.com/review/show/370558438?utm_medium=api&utm_source=rss
The Architecture of Open Source Applications,4,3.63,General Reading,2012,https://www.goodreads.com/review/show/370557104?utm_medium=api&utm_source=rss
The Algebraist,4,3.9,General Reading,2012,https://www.goodreads.com/review/show/370557060?utm_medium=api&utm_source=rss
Look Me in the Eye,3,3.91,General Reading,2012,https://www.goodreads.com/review/show/370556735?utm_medium=api&utm_source=rss
"Myth Conceptions (Myth Adventures, #2)",4,4.09,General Reading,2012,https://www.goodreads.com/review/show/370540822?utm_medium=api&utm_source=rss
"Myth Directions (Myth Adventures, #3)",2,4.09,General Reading,2012,https://www.goodreads.com/review/show/370540780?utm_medium=api&utm_source=rss
"Hit or Myth (Myth Adventures, #4)",3,4.07,General Reading,2012,https://www.goodreads.com/review/show/370540655?utm_medium=api&utm_source=rss
"Myth-ing Persons (Myth Adventures, #5)",2,3.99,General Reading,2012,https://www.goodreads.com/review/show/370540593?utm_medium=api&utm_source=rss
"Little Myth Marker (Myth Adventures, #6)",3,3.98,General Reading,2012,https://www.goodreads.com/review/show/370540549?utm_medium=api&utm_source=rss
"Phule's Company (Phule's Company, #1)",4,3.97,General Reading,2012,https://www.goodreads.com/review/show/370540265?utm_medium=api&utm_source=rss
"Myth-Nomers and Im-Pervections (Myth Adventures, #8)",4,3.96,General Reading,2012,https://www.goodreads.com/review/show/370540076?utm_medium=api&utm_source=rss
"M.Y.T.H. Inc. in Action (Myth Adventures, #9)",3,3.98,General Reading,2012,https://www.goodreads.com/review/show/370539996?utm_medium=api&utm_source=rss
"Phule's Paradise (Phule's Company, #2)",4,3.91,General Reading,2012,https://www.goodreads.com/review/show/370539887?utm_medium=api&utm_source=rss
Sweet Myth-Tery of Life (Myth Adventures #10),3,3.49,General Reading,2012,https://www.goodreads.com/review/show/370539862?utm_medium=api&utm_source=rss
"A Phule and His Money (Phule's Company, #3)",4,3.76,General Reading,2012,https://www.goodreads.com/review/show/370539614?utm_medium=api&utm_source=rss
"Phule Me Twice (Phule's Company, #4)",2,3.85,General Reading,2012,https://www.goodreads.com/review/show/370539445?utm_medium=api&utm_source=rss
"Time Scout (Time Scout, #1)",2,3.79,General Reading,2012,https://www.goodreads.com/review/show/370537945?utm_medium=api&utm_source=rss
"The Touch (Adversary Cycle, #3)",2,3.9,General Reading,2012,https://www.goodreads.com/review/show/370536601?utm_medium=api&utm_source=rss
"The Tomb (Repairman Jack, #1)",3,4.06,General Reading,2012,https://www.goodreads.com/review/show/370536592?utm_medium=api&utm_source=rss
"The Keep (Adversary Cycle, #1)",4,4.0,General Reading,2012,https://www.goodreads.com/review/show/370536560?utm_medium=api&utm_source=rss
"Hunter's Death (The Sacred Hunt, #2)",3,4.06,General Reading,2012,https://www.goodreads.com/review/show/370276924?utm_medium=api&utm_source=rss
"Hunter's Oath (The Sacred Hunt, #1)",3,3.84,General Reading,2012,https://www.goodreads.com/review/show/370276873?utm_medium=api&utm_source=rss
"The Riven Shield (The Sun Sword, #5)",3,4.24,General Reading,2012,https://www.goodreads.com/review/show/370276829?utm_medium=api&utm_source=rss
"The Sun Sword (The Sun Sword, #6)",3,4.32,General Reading,2012,https://www.goodreads.com/review/show/370276214?utm_medium=api&utm_source=rss
"Sea of Sorrows (The Sun Sword, #4)",3,4.25,General Reading,2012,https://www.goodreads.com/review/show/370276077?utm_medium=api&utm_source=rss
"The Shining Court (The Sun Sword, #3)",3,4.18,General Reading,2012,https://www.goodreads.com/review/show/370235067?utm_medium=api&utm_source=rss
"The Broken Crown (The Sun Sword, #1)",3,3.93,General Reading,2012,https://www.goodreads.com/review/show/370275952?utm_medium=api&utm_source=rss
"The Uncrowned King (The Sun Sword, #2)",3,4.12,General Reading,2012,https://www.goodreads.com/review/show/370275907?utm_medium=api&utm_source=rss
"Principles of Forecasting: A Handbook for Researchers and Practitioners (International Series in Operations Research & Management Science, 30)",5,4.12,General Reading,2012,https://www.goodreads.com/review/show/370224211?utm_medium=api&utm_source=rss
"Revelation Space (Revelation Space, #1)",4,3.99,General Reading,2012,https://www.goodreads.com/review/show/370222690?utm_medium=api&utm_source=rss
Paradise Lost and Paradise Regained,5,4.09,General Reading,2012,https://www.goodreads.com/review/show/370221800?utm_medium=api&utm_source=rss
The Poetic Edda: Stories of the Norse Gods and Heroes,5,4.27,General Reading,2012,https://www.goodreads.com/review/show/370221581?utm_medium=api&utm_source=rss
The Prose Edda: Norse Mythology,4,4.17,General Reading,2012,https://www.goodreads.com/review/show/370221332?utm_medium=api&utm_source=rss
The Nibelungenlied,4,3.85,General Reading,2012,https://www.goodreads.com/review/show/370221118?utm_medium=api&utm_source=rss
Expert Systems Handbook: An Assessment of Technology and Applications,2,2.0,General Reading,2012,https://www.goodreads.com/review/show/370220770?utm_medium=api&utm_source=rss
"The Book of Lost Tales 1 (The History of Middle-Earth, #1)",4,3.88,General Reading,2012,https://www.goodreads.com/review/show/370220557?utm_medium=api&utm_source=rss
"Never the Twain Shall Meet: Bell, Gallaudet, and the Communications Debate",2,3.59,General Reading,2012,https://www.goodreads.com/review/show/370220376?utm_medium=api&utm_source=rss
Ideas and Integrities: A Spontaneous Autobiographical Disclosure,4,4.01,General Reading,2012,https://www.goodreads.com/review/show/370220198?utm_medium=api&utm_source=rss
The Japanese Mind: Understanding Contemporary Japanese Culture,3,3.7,General Reading,2012,https://www.goodreads.com/review/show/370219456?utm_medium=api&utm_source=rss
Operating system concepts (Addison-Wesley series in computer science),2,3.0,General Reading,2012,https://www.goodreads.com/review/show/370219206?utm_medium=api&utm_source=rss
An Introduction to Jung's Psychology,3,3.71,General Reading,2012,https://www.goodreads.com/review/show/370218693?utm_medium=api&utm_source=rss
Battles of Coxinga,3,3.8,General Reading,2012,https://www.goodreads.com/review/show/370218328?utm_medium=api&utm_source=rss
Travelers of a Hundred Ages,5,3.96,General Reading,2012,https://www.goodreads.com/review/show/370218151?utm_medium=api&utm_source=rss
Four Major Plays of Chikamatsu,4,3.87,General Reading,2012,https://www.goodreads.com/review/show/370217915?utm_medium=api&utm_source=rss
Chūshingura (The Treasury of Loyal Retainers): A Puppet Play,4,3.83,General Reading,2012,https://www.goodreads.com/review/show/370217878?utm_medium=api&utm_source=rss
The Pleasures of Japanese Literature,3,3.9,General Reading,2012,https://www.goodreads.com/review/show/370217566?utm_medium=api&utm_source=rss
Anthology of Japanese Literature: From the Earliest Era to the Mid-Nineteenth Century,3,4.05,General Reading,2012,https://www.goodreads.com/review/show/370217426?utm_medium=api&utm_source=rss
The Tao of Pooh,4,4.01,General Reading,2012,https://www.goodreads.com/review/show/370217143?utm_medium=api&utm_source=rss
"Faust, First Part",2,3.87,General Reading,2012,https://www.goodreads.com/review/show/370216711?utm_medium=api&utm_source=rss
