title,avg_enjoyment,goodreads_rating,category,read_year,link
Selected Non-fictions,5,4.57,General Reading,2017,https://www.goodreads.com/review/show/2046386028?utm_medium=api&utm_source=rss
Hive Mind: How Your Nation's IQ Matters So Much More Than Your Own,3,3.57,General Reading,2016,https://www.goodreads.com/review/show/1433728829?utm_medium=api&utm_source=rss
Berkshire Hathaway Letters to Shareholders,3,4.64,General Reading,2017,https://www.goodreads.com/review/show/1961238863?utm_medium=api&utm_source=rss
"The Cultural Revolution: A People's History, 1962-1976",4,4.01,General Reading,2019,https://www.goodreads.com/review/show/2671118186?utm_medium=api&utm_source=rss
The Book of Lord Shang - A Classic of the Chinese School of Law,5,3.73,General Reading,2008,https://www.goodreads.com/review/show/412602623?utm_medium=api&utm_source=rss
Experimenter effects in behavioral research (The Century psychology series),1,3.8,General Reading,2016,https://www.goodreads.com/review/show/1798638457?utm_medium=api&utm_source=rss
Pioneers of Soviet Computing,3,3.0,General Reading,2014,https://www.goodreads.com/review/show/985511206?utm_medium=api&utm_source=rss
Drugs 2.0: The Web Revolution That's Changing How the World Gets High.,4,4.16,General Reading,2016,https://www.goodreads.com/review/show/1582878439?utm_medium=api&utm_source=rss
Stories of Your Life and Others,5,4.28,General Reading,2012,https://www.goodreads.com/review/show/369923171?utm_medium=api&utm_source=rss
"The Many Worlds of Hugh Everett III: Multiple Universes, Mutual Assured Destruction, and the Meltdown of a Nuclear Family",4,3.99,General Reading,2014,https://www.goodreads.com/review/show/373031403?utm_medium=api&utm_source=rss
The Life of Samuel Johnson,3,3.76,General Reading,2015,https://www.goodreads.com/review/show/370105966?utm_medium=api&utm_source=rss
"Don't Sleep, There Are Snakes: Life and Language in the Amazonian Jungle",4,3.95,General Reading,2016,https://www.goodreads.com/review/show/1593642509?utm_medium=api&utm_source=rss
The Corpse Exhibition and Other Stories of Iraq,4,3.91,General Reading,2015,https://www.goodreads.com/review/show/1142763519?utm_medium=api&utm_source=rss
The Recollections Of Eugene P. Wigner: As Told To Andrew Szanton,3,4.27,General Reading,2016,https://www.goodreads.com/review/show/438090100?utm_medium=api&utm_source=rss
"The Unholy Consult (Aspect-Emperor, #4)",3,3.93,General Reading,2017,https://www.goodreads.com/review/show/396645245?utm_medium=api&utm_source=rss
"1Q84 (1Q84, #1-3)",3,3.94,General Reading,2020,https://www.goodreads.com/review/show/369856325?utm_medium=api&utm_source=rss
The Ph.D. Grind: A Ph.D. Student Memoir,4,4.23,General Reading,2020,https://www.goodreads.com/review/show/3260179977?utm_medium=api&utm_source=rss
History of the Conquest of Mexico/History of the Conquest of Peru,3,3.95,General Reading,2020,https://www.goodreads.com/review/show/629346666?utm_medium=api&utm_source=rss
The Cambist and Lord Iron: A Fairy Tale of Economics,5,4.32,General Reading,2020,https://www.goodreads.com/review/show/3165458870?utm_medium=api&utm_source=rss
The Elements of Typographic Style,4,4.23,General Reading,2019,https://www.goodreads.com/review/show/3096054519?utm_medium=api&utm_source=rss
Envisioning Information,4,4.22,General Reading,2019,https://www.goodreads.com/review/show/370180341?utm_medium=api&utm_source=rss
Collected Poems of Robert Frost,4,4.27,General Reading,2012,https://www.goodreads.com/review/show/374731260?utm_medium=api&utm_source=rss
Steps Toward an Ecology of Mind,2,4.29,General Reading,2015,https://www.goodreads.com/review/show/2967413660?utm_medium=api&utm_source=rss
The Media Lab: Inventing the Future at M.I.T.,3,4.1,General Reading,2010,https://www.goodreads.com/review/show/373688680?utm_medium=api&utm_source=rss
"Strategic Computing: DARPA and the Quest for Machine Intelligence, 1983-1993",3,3.27,General Reading,2018,https://www.goodreads.com/review/show/2434860176?utm_medium=api&utm_source=rss
"The Snarkout Boys and the Avocado of Death (Snarkout Boys, #1)",5,4.4,General Reading,2019,https://www.goodreads.com/review/show/370570691?utm_medium=api&utm_source=rss
Life on the Infinite Farm,4,3.85,General Reading,2019,https://www.goodreads.com/review/show/2810422812?utm_medium=api&utm_source=rss
Kyogoku Tamekane: Poetry and Politics in Late Kamakura Japan,3,3.0,General Reading,2019,https://www.goodreads.com/review/show/2805061572?utm_medium=api&utm_source=rss
Waiting for the Wind,4,4.54,General Reading,2019,https://www.goodreads.com/review/show/2714850222?utm_medium=api&utm_source=rss
Be a Perfect Person in Just Three Days!,4,3.7,General Reading,1997,https://www.goodreads.com/review/show/2799249895?utm_medium=api&utm_source=rss
Hamlet,3,4.05,General Reading,2019,https://www.goodreads.com/review/show/370054358?utm_medium=api&utm_source=rss
The Alehouse at the End of the World,2,3.21,General Reading,2018,https://www.goodreads.com/review/show/2642855851?utm_medium=api&utm_source=rss
A Strange and Sometimes Sadness,3,3.84,General Reading,2018,https://www.goodreads.com/review/show/2640891885?utm_medium=api&utm_source=rss
An Artist of the Floating World,4,3.79,General Reading,2018,https://www.goodreads.com/review/show/369947068?utm_medium=api&utm_source=rss
Vectors: Aphorisms & Ten-Second Essays,3,4.05,General Reading,2018,https://www.goodreads.com/review/show/2619615468?utm_medium=api&utm_source=rss
The Essays of Arthur Schopenhauer; the Wisdom of Life,4,3.64,General Reading,2018,https://www.goodreads.com/review/show/370053392?utm_medium=api&utm_source=rss
"Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2)",5,4.04,General Reading,2018,https://www.goodreads.com/review/show/369889726?utm_medium=api&utm_source=rss
Like Engend'ring Like: Heredity and Animal Breeding in Early Modern England,4,4.5,General Reading,2018,https://www.goodreads.com/review/show/2576417422?utm_medium=api&utm_source=rss
The Universal History of Numbers: From Prehistory to the Invention of the Computer,4,4.17,General Reading,2001,https://www.goodreads.com/review/show/2565006721?utm_medium=api&utm_source=rss
Some Remarks: Essays and Other Writing – A Brilliant Collection on Science and Technology from Newton to Star Wars,4,3.71,General Reading,2018,https://www.goodreads.com/review/show/369888233?utm_medium=api&utm_source=rss
Memories of the Space Age,3,3.94,General Reading,2018,https://www.goodreads.com/review/show/1989915376?utm_medium=api&utm_source=rss
"The Vaccinators: Smallpox, Medical Knowledge, and the 'Opening' of Japan",4,4.0,General Reading,2018,https://www.goodreads.com/review/show/2137221136?utm_medium=api&utm_source=rss
"Plant Breeding Reviews: volume 24, Part 1 : Long-term, Selection : Maize",3,3.0,General Reading,2018,https://www.goodreads.com/review/show/2532495356?utm_medium=api&utm_source=rss
"Low-Aptitude Men in the Military: Who Profits, Who Pays?",4,2.75,General Reading,2018,https://www.goodreads.com/review/show/2481763794?utm_medium=api&utm_source=rss
"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",2,3.82,General Reading,2018,https://www.goodreads.com/review/show/370053295?utm_medium=api&utm_source=rss
"Three Parts Dead (Craft Sequence, #1)",3,3.94,General Reading,2018,https://www.goodreads.com/review/show/1862373906?utm_medium=api&utm_source=rss
Eclipse Two,4,4.21,General Reading,2018,https://www.goodreads.com/review/show/369923240?utm_medium=api&utm_source=rss
Narrow Roads of Gene Land: The Collected Papers of W. D. HamiltonVolume 1: Evolution of Social Behaviour,4,4.26,General Reading,2018,https://www.goodreads.com/review/show/2120854807?utm_medium=api&utm_source=rss
Genius Revisited: High IQ Children Grown Up (Creativity Research),3,3.88,General Reading,2016,https://www.goodreads.com/review/show/1673254695?utm_medium=api&utm_source=rss
Cat Sense: How the New Feline Science Can Make You a Better Friend to Your Pet,4,3.49,General Reading,2018,https://www.goodreads.com/review/show/2044521271?utm_medium=api&utm_source=rss
"The Miracle Morning for Writers: How to Build a Writing Ritual That Increases Your Impact and Your Income, Before 8AM",2,4.01,General Reading,2018,https://www.goodreads.com/review/show/2427202969?utm_medium=api&utm_source=rss
Zen Koans,4,4.0,General Reading,2018,https://www.goodreads.com/review/show/2427194377?utm_medium=api&utm_source=rss
The Cat in Ancient Egypt,3,3.92,General Reading,2018,https://www.goodreads.com/review/show/2427193762?utm_medium=api&utm_source=rss
The Freeze-Frame Revolution,3,3.88,General Reading,2018,https://www.goodreads.com/review/show/2362077853?utm_medium=api&utm_source=rss
Anti-Tech Revolution: Why and How,2,3.92,General Reading,2017,https://www.goodreads.com/review/show/1997329160?utm_medium=api&utm_source=rss
Recollections of Wittgenstein,4,4.0,General Reading,2018,https://www.goodreads.com/review/show/2240795922?utm_medium=api&utm_source=rss
Genetic Diversity & Human Equality,4,3.44,General Reading,2017,https://www.goodreads.com/review/show/2155843629?utm_medium=api&utm_source=rss
Creativity,3,3.22,General Reading,2017,https://www.goodreads.com/review/show/2235028845?utm_medium=api&utm_source=rss
Sunset in a Spider Web; Sijo Poetry of Ancient Korea,4,4.09,General Reading,2017,https://www.goodreads.com/review/show/370662280?utm_medium=api&utm_source=rss
Selected Poems: Summer Knowledge,3,3.93,General Reading,2017,https://www.goodreads.com/review/show/692352114?utm_medium=api&utm_source=rss
Twig,3,4.37,General Reading,2017,https://www.goodreads.com/review/show/1997707162?utm_medium=api&utm_source=rss
Unforgotten Dreams,5,4.39,General Reading,2017,https://www.goodreads.com/review/show/370990566?utm_medium=api&utm_source=rss
Artificial Life: A Report from the Frontier Where Computers Meet Biology,4,4.0,General Reading,2017,https://www.goodreads.com/review/show/2151654462?utm_medium=api&utm_source=rss
The Origins of Theoretical Population Genetics,3,3.98,General Reading,2017,https://www.goodreads.com/review/show/2108707003?utm_medium=api&utm_source=rss
Studies in the History of Accounting,3,3.0,General Reading,2017,https://www.goodreads.com/review/show/2132031634?utm_medium=api&utm_source=rss
"The Too-Clever Fox (Grishaverse, #2.5)",4,3.92,General Reading,2013,https://www.goodreads.com/review/show/2118305408?utm_medium=api&utm_source=rss
The King In Yellow,4,3.49,General Reading,2017,https://www.goodreads.com/review/show/372186394?utm_medium=api&utm_source=rss
"The Great Ordeal (Aspect-Emperor, #3)",4,4.08,General Reading,2017,https://www.goodreads.com/review/show/2080058928?utm_medium=api&utm_source=rss
Deep Work: Rules for Focused Success in a Distracted World,3,4.15,General Reading,2017,https://www.goodreads.com/review/show/2065909998?utm_medium=api&utm_source=rss
Beekeeping for Dummies,3,4.19,General Reading,2017,https://www.goodreads.com/review/show/2045009823?utm_medium=api&utm_source=rss
Ethics,4,4.01,General Reading,2017,https://www.goodreads.com/review/show/372401223?utm_medium=api&utm_source=rss
Site Reliability Engineering: How Google Runs Production Systems,4,4.2,General Reading,2017,https://www.goodreads.com/review/show/1896373662?utm_medium=api&utm_source=rss
The Anubis Gates,4,3.93,General Reading,2017,https://www.goodreads.com/review/show/369915661?utm_medium=api&utm_source=rss
Bare-Faced Messiah: The True Story Of L. Ron Hubbard,4,4.07,General Reading,2008,https://www.goodreads.com/review/show/1867412389?utm_medium=api&utm_source=rss
Rubáiyát of Omar Khayyám,4,4.1,General Reading,2016,https://www.goodreads.com/review/show/372224489?utm_medium=api&utm_source=rss
Montaillou: The Promised Land of Error,4,4.01,General Reading,2016,https://www.goodreads.com/review/show/1762830919?utm_medium=api&utm_source=rss
Seeds in the Heart: Japanese Literature from Earliest Times to the Late Sixteenth Century,5,4.42,General Reading,2006,https://www.goodreads.com/review/show/370218034?utm_medium=api&utm_source=rss
The Essential Marx (Dover Books on Western Philosophy),3,4.02,General Reading,2002,https://www.goodreads.com/review/show/1757795193?utm_medium=api&utm_source=rss
"The Complete Far Side, 1980–1994",4,4.68,General Reading,2005,https://www.goodreads.com/review/show/1750726335?utm_medium=api&utm_source=rss
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",4,4.55,General Reading,2016,https://www.goodreads.com/review/show/369824370?utm_medium=api&utm_source=rss
Infinite in All Directions,3,3.98,General Reading,2016,https://www.goodreads.com/review/show/370150431?utm_medium=api&utm_source=rss
The Sports Gene: Inside the Science of Extraordinary Athletic Performance,4,4.19,General Reading,2016,https://www.goodreads.com/review/show/1666081413?utm_medium=api&utm_source=rss
Latro in the Mist,5,4.2,General Reading,2016,https://www.goodreads.com/review/show/369833776?utm_medium=api&utm_source=rss
On Speed: From Benzedrine to Adderall,4,4.1,General Reading,2016,https://www.goodreads.com/review/show/1618777295?utm_medium=api&utm_source=rss
Small Memory Software: Patterns for Systems With Limited Memory (Software Patterns Series),4,3.69,General Reading,2008,https://www.goodreads.com/review/show/1578715846?utm_medium=api&utm_source=rss
Drugs Unlimited: The Web Revolution That's Changing How the World Gets High,4,3.95,General Reading,2016,https://www.goodreads.com/review/show/1573766728?utm_medium=api&utm_source=rss
On the Nature of Things (Hackett Classics),4,3.83,General Reading,2016,https://www.goodreads.com/review/show/1449446725?utm_medium=api&utm_source=rss
Dawn to the West: Japanese Literature of the Modern Era; Fiction,3,4.3,General Reading,2016,https://www.goodreads.com/review/show/370217509?utm_medium=api&utm_source=rss
"The Dark Forest (Remembrance of Earth’s Past, #2)",4,4.39,General Reading,2016,https://www.goodreads.com/review/show/1501148513?utm_medium=api&utm_source=rss
The Myth of Sisyphus,4,4.23,General Reading,2015,https://www.goodreads.com/review/show/369958707?utm_medium=api&utm_source=rss
"Do No Harm: Stories of Life, Death and Brain Surgery",5,4.23,General Reading,2015,https://www.goodreads.com/review/show/1142762395?utm_medium=api&utm_source=rss
Ethan Frome,4,3.43,General Reading,2002,https://www.goodreads.com/review/show/1430859742?utm_medium=api&utm_source=rss
Epic Measures: One Doctor. Seven Billion Patients.,3,4.12,General Reading,2015,https://www.goodreads.com/review/show/1397860469?utm_medium=api&utm_source=rss
Practical Criticism: A Study of Literary Judgment,3,3.69,General Reading,2015,https://www.goodreads.com/review/show/1378379226?utm_medium=api&utm_source=rss
