title,avg_enjoyment,goodreads_rating,amazon_rating,category
Hagakure: The Book of the Samurai,4,4.06,,General Reading
Korean Etiquette and Ethics in Business,3,3.0,,General Reading
The Achievement Gap (Opposing Viewpoints),2,2.57,,General Reading
The New Politics of Old Age Policy,2,3.22,,General Reading
Reading in the Brain: The Science and Evolution of a Human Invention,4,4.04,,General Reading
"The Mouse That Roared (The Mouse That Roared, #1)",3,4.02,,General Reading
Ten Thousand Sorrows : The Extraordinary Journey of a Korean War Orphan,3,3.89,,General Reading
The Book of Dead Birds,2,3.75,,General Reading
New Urban Immigrants: The Korean Community in New York (Princeton Legacy Library),4,3.0,,General Reading
Culture and Customs of Korea,4,3.17,,General Reading
Protracted Game: A Wei-Ch'I Interpretation of Maoist Revolutionary Strategy,5,4.15,,General Reading
Mijeong,2,2.81,,General Reading
In Full Bloom,1,3.01,,General Reading
Snakepit,3,3.27,,General Reading
A Pale View of Hills,2,3.82,,General Reading
The Foreign Student,3,3.4,,General Reading
When We Were Orphans,4,3.53,,General Reading
Kal Flight 007: The Hidden Story,3,2.5,,General Reading
Lost in the Meritocracy: The Undereducation of an Overachiever,2,3.17,,General Reading
Words of Farewell: Stories by Korean Women Writers (Women in Translation),2,4.04,,General Reading
Modern Korean Fiction: An Anthology,3,4.15,,General Reading
The Hidden People of North Korea: Everyday Life in the Hermit Kingdom,3,3.58,,General Reading
Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,3,4.05,,General Reading
"The End (A Series of Unfortunate Events, #13)",1,4.04,,General Reading
"The Penultimate Peril (A Series of Unfortunate Events, #12)",3,4.09,,General Reading
"The Grim Grotto (A Series of Unfortunate Events, #11)",3,4.03,,General Reading
"The Slippery Slope (A Series of Unfortunate Events, #10)",3,4.05,,General Reading
"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",2,4.01,,General Reading
"The Hostile Hospital (A Series of Unfortunate Events, #8)",2,4.0,,General Reading
"The Vile Village (A Series of Unfortunate Events, #7)",2,3.98,,General Reading
"The Ersatz Elevator (A Series of Unfortunate Events, #6)",3,4.06,,General Reading
"The Austere Academy (A Series of Unfortunate Events, #5)",3,4.02,,General Reading
"The Miserable Mill (A Series of Unfortunate Events, #4)",2,3.87,,General Reading
"The Wide Window (A Series of Unfortunate Events, #3)",3,3.96,,General Reading
"The Reptile Room (A Series of Unfortunate Events, #2)",4,4.03,,General Reading
"The Bad Beginning (A Series of Unfortunate Events, #1)",4,4.03,,General Reading
Market Forces,3,3.6,,General Reading
The Constant Gardener,3,3.83,,General Reading
Split Heirs,3,3.58,,General Reading
"Furious Gulf (Galactic Center, #5)",3,3.75,,General Reading
"Tides of Light (Galactic Center, #4)",3,3.84,,General Reading
"Across the Sea of Suns (Galactic Center, #2)",4,3.76,,General Reading
"Great Sky River (Galactic Center, #3)",3,3.89,,General Reading
"Foundation's Fear (Second Foundation Trilogy, #1)",3,3.87,,General Reading
Timescape,4,3.74,,General Reading
Karl Marx: A Reader,3,3.09,,General Reading
The Known World,4,3.83,,General Reading
The Last Ringbearer,4,3.51,,General Reading
The Last Lecture,3,4.25,,General Reading
Socialism: An Economic and Sociological Analysis,2,4.32,,General Reading
Edison's Conquest of Mars,3,2.78,,General Reading
1001 Things Everyone Should Know About Science,3,3.7,,General Reading
Deep Time: How Humanity Communicates Across Millennia,4,3.7,,General Reading
"Exit, Voice, and Loyalty: Responses to Decline in Firms, Organizations, and States",4,4.12,,General Reading
"The Amber Spyglass (His Dark Materials, #3)",4,4.11,,General Reading
"The Subtle Knife (His Dark Materials, #2)",3,4.12,,General Reading
"The Golden Compass (His Dark Materials, #1)",4,4.02,,General Reading
The Westing Game,5,3.99,,General Reading
Matilda,5,4.33,,General Reading
Where the Wild Things Are,4,4.25,,General Reading
The True Story of the 3 Little Pigs,3,4.32,,General Reading
"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",2,3.56,,General Reading
Strega Nona: An Original Tale,5,4.42,,General Reading
The Velveteen Rabbit,5,4.42,,General Reading
The BFG,3,4.23,,General Reading
"Holes (Holes, #1)",3,4.01,,General Reading
The Witch of Blackbird Pond,3,4.01,,General Reading
Maniac Magee,4,3.89,,General Reading
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",5,4.16,,General Reading
"The Chosen (Reuven Malter, #1)",3,4.07,,General Reading
Little Women,2,4.03,,General Reading
"Go, Dog. Go!",2,4.15,,General Reading
The Secret Garden,3,4.16,,General Reading
The Black Cauldron (The Chronicles of Prydain #2),3,4.03,,General Reading
"The Book of Three (The Chronicles of Prydain, #1)",3,3.97,,General Reading
A Little Princess,4,4.26,,General Reading
"The Indian in the Cupboard (The Indian in the Cupboard, #1)",4,3.93,,General Reading
"Anne of Green Gables (Anne of Green Gables, #1)",4,4.31,,General Reading
"Anne of Avonlea (Anne of Green Gables, #2)",3,4.23,,General Reading
Bridge to Terabithia,3,4.02,,General Reading
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",4,4.37,,General Reading
How the Grinch Stole Christmas!,4,4.51,,General Reading
A Separate Peace,3,3.6,,General Reading
"When We Were Very Young (Winnie-the-Pooh, #3)",3,4.24,,General Reading
A Christmas Carol,4,4.07,,General Reading
The Very Hungry Caterpillar,5,4.29,,General Reading
The Sneetches and Other Stories,3,4.18,,General Reading
The Garden of Abdul Gasazi,4,4.04,,General Reading
The Polar Express,3,4.32,,General Reading
"Are You There God? It’s Me, Margaret",1,3.93,,General Reading
Harriet the Spy (Harriet the Spy #1),4,3.95,,General Reading
"The Cat in the Hat (Cat in the Hat, #1)",4,4.2,,General Reading
How Proust Can Change Your Life,2,3.78,,General Reading
The Consolations of Philosophy,4,4.03,,General Reading
The Pleasures and Sorrows of Work,2,3.64,,General Reading
"Bunnicula: A Rabbit-Tale of Mystery (Bunnicula, #1)",3,3.88,,General Reading
"Well Played 1.0: Video Games, Value and Meaning",4,3.14,,General Reading
"The Tale of Peter Rabbit (World of Beatrix Potter, #1)",5,4.23,,General Reading
"The Boxcar Children 1-4 (The Boxcar Children, #1-4)",3,4.24,,General Reading
"Machine of Death: A Collection of Stories About People Who Know How They Will Die (Machine of Death, #1)",3,3.94,,General Reading
"It's a Busy, Busy World",3,4.26,,General Reading
Mr. Popper's Penguins,4,3.97,,General Reading
The Book of Imaginary Beings,5,4.14,,General Reading
Snow Crash,5,4.02,,General Reading
"Northworld Trilogy  (Northworld, #1-3)",3,3.68,,General Reading
The Tank Lords (BAEN),2,3.91,,General Reading
Giants' Star,4,3.93,,General Reading
The Gentle Giants of Ganymede,4,3.99,,General Reading
Inherit the Stars,4,4.06,,General Reading
"Heirs of Empire (Dahak, #3)",4,4.13,,General Reading
"The Armageddon Inheritance (Dahak, #2)",3,4.22,,General Reading
"Changer of Worlds (Worlds of Honor, #3)",2,4.03,,General Reading
More Than Honor,3,3.93,,General Reading
"Mutineers' Moon (Dahak, #1)",3,4.2,,General Reading
"At All Costs (Honor Harrington, #11)",3,4.19,,General Reading
"War of Honor (Honor Harrington, #10)",2,4.12,,General Reading
"Ashes of Victory (Honor Harrington, #9)",3,4.17,,General Reading
"Echoes of Honor (Honor Harrington, #8)",3,4.22,,General Reading
"In Enemy Hands (Honor Harrington, #7)",2,4.23,,General Reading
"Flag in Exile (Honor Harrington, #5)",3,4.22,,General Reading
"Honor Among Enemies (Honor Harrington, #6)",3,4.25,,General Reading
"Field of Dishonor (Honor Harrington, #4)",4,4.2,,General Reading
"The Short Victorious War (Honor Harrington, #3)",4,4.18,,General Reading
"The Honor of the Queen (Honor Harrington, #2)",3,4.21,,General Reading
"On Basilisk Station (Honor Harrington, #1)",4,4.13,,General Reading
"Blood Brothers (Necroscope, #6)",3,4.16,,General Reading
"Deadspawn (Necroscope, #5)",3,4.14,,General Reading
"Deadspeak (Necroscope, #4)",3,4.14,,General Reading
"The Source (Necroscope, #3)",3,4.16,,General Reading
"Vamphyri! (Necroscope, #2)",4,4.12,,General Reading
"Necroscope (Necroscope, #1)",4,4.01,,General Reading
Eastern Standard Tribe,1,3.48,,General Reading
"Someone Comes to Town, Someone Leaves Town",3,3.5,,General Reading
The Hacker and the Ants: Version 2.0,3,3.66,,General Reading
"Equal Rites (Discworld, #3; Witches, #1)",3,4.06,,General Reading
The Metamorphosis of Prime Intellect,4,4.0,,General Reading
The Voyage of the Space Beagle,4,3.87,,General Reading
The World of Null-A,2,3.74,,General Reading
"The Light Fantastic (Discworld, #2; Rincewind, #2)",3,3.98,,General Reading
Purely Functional Data Structures (Volume 0),4,4.13,,General Reading
The Awakening,2,3.69,,General Reading
Rosencrantz and Guildenstern Are Dead,5,4.04,,General Reading
"Tales of a Fourth Grade Nothing (Fudge, #1)",2,4.11,,General Reading
The Red Badge of Courage,3,3.28,,General Reading
The Eudaemonic Pie,3,3.87,,General Reading
"Bloodwars (Necroscope, #8)",3,4.27,,General Reading
"The Last Aerie (Necroscope, #7)",4,4.23,,General Reading
Producing Open Source Software: How to Run a Successful Free Software Project,4,3.79,,General Reading
"The Three Pillars of Zen: Teaching, Practice, and Enlightenment",4,4.07,,General Reading
Storm of Steel,4,4.14,,General Reading
The Mythical Man-Month: Essays on Software Engineering,5,4.0,,General Reading
The Tibetan Book of Living and Dying. Sogyal Rinpoche (Rider 100),4,4.16,,General Reading
The Nimrod Flipout,3,3.98,,General Reading
Sailing Bright Eternity,4,3.7,,General Reading
"Beggars Ride (Sleepless, #3)",4,3.76,,General Reading
Castle of Wizardry (The Belgariad #4),3,4.17,,General Reading
Magician's Gambit (The Belgariad #3),4,4.14,,General Reading
Queen of Sorcery (The Belgariad #2),3,4.14,,General Reading
"Pawn of Prophecy (The Belgariad, #1)",4,4.16,,General Reading
The Sapphire Rose (The Elenium #3),4,4.03,,General Reading
The Ruby Knight (The Elenium #2),3,4.01,,General Reading
The Diamond Throne (The Elenium #1),3,3.98,,General Reading
Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics),1,4.01,,General Reading
Ventus,2,3.9,,General Reading
Gentlemen of the Road,3,3.45,,General Reading
"Powers, Vol. 1: Who Killed Retro Girl?",3,3.99,,General Reading
When Genius Failed: The Rise and Fall of Long-Term Capital Management,4,4.2,,General Reading
"Me and My Little Brain (Great Brain, #3)",3,4.24,,General Reading
"The Great Brain at the Academy (Great Brain, #4)",3,4.28,,General Reading
"More Adventures of the Great Brain (Great Brain, #2)",3,4.28,,General Reading
"The Great Brain (Great Brain, #1)",4,4.16,,General Reading
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,5,4.16,,General Reading
Compact Oxford English Dictionary,5,4.6,,General Reading
The Complete Calvin and Hobbes,5,4.81,,General Reading
The Wasp Factory,4,3.78,,General Reading
The Mismeasure of Man,2,4.06,,General Reading
Battlefield Earth: A Saga of the Year 3000,1,3.46,,General Reading
"The State of the Art (Culture, #4)",3,3.84,,General Reading
"Timelike Infinity (Xeelee Sequence, #2)",3,3.86,,General Reading
"Flux (Xeelee Sequence, #3)",3,3.66,,General Reading
"Raft (Xeelee Sequence, #1)",3,3.69,,General Reading
"Vacuum Diagrams (Xeelee Sequence, #5)",4,4.06,,General Reading
"Ring (Xeelee Sequence, #4)",5,4.0,,General Reading
The Timeless Way of Building,4,4.38,,General Reading
Extraordinary Popular Delusions and the Madness of Crowds,3,3.86,,General Reading
The Architecture of Open Source Applications,4,3.63,,General Reading
The Algebraist,4,3.9,,General Reading
Look Me in the Eye,3,3.91,,General Reading
"Myth Conceptions (Myth Adventures, #2)",4,4.09,,General Reading
"Myth Directions (Myth Adventures, #3)",2,4.09,,General Reading
"Hit or Myth (Myth Adventures, #4)",3,4.07,,General Reading
"Myth-ing Persons (Myth Adventures, #5)",2,3.99,,General Reading
"Little Myth Marker (Myth Adventures, #6)",3,3.98,,General Reading
"Phule's Company (Phule's Company, #1)",4,3.97,,General Reading
"Myth-Nomers and Im-Pervections (Myth Adventures, #8)",4,3.96,,General Reading
"M.Y.T.H. Inc. in Action (Myth Adventures, #9)",3,3.98,,General Reading
"Phule's Paradise (Phule's Company, #2)",4,3.91,,General Reading
Sweet Myth-Tery of Life (Myth Adventures #10),3,3.49,,General Reading
"A Phule and His Money (Phule's Company, #3)",4,3.76,,General Reading
"Phule Me Twice (Phule's Company, #4)",2,3.85,,General Reading
"Time Scout (Time Scout, #1)",2,3.79,,General Reading
"The Touch (Adversary Cycle, #3)",2,3.9,,General Reading
"The Tomb (Repairman Jack, #1)",3,4.06,,General Reading
"The Keep (Adversary Cycle, #1)",4,4.0,,General Reading
"Hunter's Death (The Sacred Hunt, #2)",3,4.06,,General Reading
"Hunter's Oath (The Sacred Hunt, #1)",3,3.84,,General Reading
"The Riven Shield (The Sun Sword, #5)",3,4.24,,General Reading
"The Sun Sword (The Sun Sword, #6)",3,4.32,,General Reading
"Sea of Sorrows (The Sun Sword, #4)",3,4.25,,General Reading
"The Shining Court (The Sun Sword, #3)",3,4.18,,General Reading
"The Broken Crown (The Sun Sword, #1)",3,3.93,,General Reading
"The Uncrowned King (The Sun Sword, #2)",3,4.12,,General Reading
"Principles of Forecasting: A Handbook for Researchers and Practitioners (International Series in Operations Research & Management Science, 30)",5,4.12,,General Reading
"Revelation Space (Revelation Space, #1)",4,3.99,,General Reading
Paradise Lost and Paradise Regained,5,4.09,,General Reading
The Poetic Edda: Stories of the Norse Gods and Heroes,5,4.27,,General Reading
The Prose Edda: Norse Mythology,4,4.17,,General Reading
The Nibelungenlied,4,3.85,,General Reading
Expert Systems Handbook: An Assessment of Technology and Applications,2,2.0,,General Reading
"The Book of Lost Tales 1 (The History of Middle-Earth, #1)",4,3.88,,General Reading
"Never the Twain Shall Meet: Bell, Gallaudet, and the Communications Debate",2,3.59,,General Reading
Ideas and Integrities: A Spontaneous Autobiographical Disclosure,4,4.01,,General Reading
The Japanese Mind: Understanding Contemporary Japanese Culture,3,3.7,,General Reading
Operating system concepts (Addison-Wesley series in computer science),2,3.0,,General Reading
An Introduction to Jung's Psychology,3,3.71,,General Reading
Battles of Coxinga,3,3.8,,General Reading
Travelers of a Hundred Ages,5,3.96,,General Reading
Four Major Plays of Chikamatsu,4,3.87,,General Reading
Chūshingura (The Treasury of Loyal Retainers): A Puppet Play,4,3.83,,General Reading
The Pleasures of Japanese Literature,3,3.9,,General Reading
Anthology of Japanese Literature: From the Earliest Era to the Mid-Nineteenth Century,3,4.05,,General Reading
The Tao of Pooh,4,4.01,,General Reading
"Faust, First Part",2,3.87,,General Reading
Feynman And Computation (Frontiers in Physics),4,4.22,,General Reading
The Zenith Angle,2,3.26,,General Reading
The Beginning Place,1,3.51,,General Reading
How Would You Move Mount Fuji? Microsoft's Cult of the Puzzle--How the World's Smartest Companies Select the Most Creative Thinkers,3,3.56,,General Reading
"Berserker Fury (Berserker, #10)",2,3.55,,General Reading
Bare-Faced Messiah,4,3.62,,General Reading
"Excession (Culture, #5)",4,4.2,,General Reading
"Reading Graphs, Maps, Trees: Critical Responses to Franco Moretti",3,3.81,,General Reading
Coders at Work: Reflections on the Craft of Programming,4,3.95,,General Reading
Romeo and Juliet,3,3.74,,General Reading
"The Hedgehog, the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities",4,3.64,,General Reading
Night,3,4.38,,General Reading
The Golden Bough,4,4.01,,General Reading
Manga Impact!,3,3.33,,General Reading
Great Expectations,2,3.78,,General Reading
Ficciones,5,4.45,,General Reading
"The Stainless Steel Rat Goes to Hell (Stainless Steel Rat, #9)",3,3.81,,General Reading
"The Stainless Steel Rat for President (Stainless Steel Rat, #8)",4,3.87,,General Reading
"The Stainless Steel Rat's Revenge (Stainless Steel Rat, #5)",2,3.97,,General Reading
"The Stainless Steel Rat (Stainless Steel Rat, #4)",4,3.94,,General Reading
Against the Gods: The Remarkable Story of Risk,2,3.94,,General Reading
Catastrophe: Risk and Response,4,3.27,,General Reading
Critical Point of View: A Wikipedia Reader,3,3.11,,General Reading
How to Live: A Life of Montaigne in One Question and Twenty Attempts at an Answer,4,3.97,,General Reading
The Cleanest Race: How North Koreans See Themselves and Why It Matters,4,3.9,,General Reading
The Authoritarians,4,4.3,,General Reading
Russian Silhouettes: Portraits of the Heroes of a Vanished age,4,4.24,,General Reading
"Superior Beings. If They Exist, How Would We Know?: Game-Theoretic Implications of Omnipotence, Omniscience, Immortality, and Incomprehensibility",4,3.67,,General Reading
Comics and Sequential Art,3,4.11,,General Reading
"And Another Thing... (The Hitchhiker's Guide to the Galaxy, #6)",2,3.58,,General Reading
"Spent: Sex, Evolution, and Consumer Behavior",5,3.84,,General Reading
Manga Impact: The World of Japanese Animation,3,3.67,,General Reading
Culture and Value,2,4.13,,General Reading
Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,5,4.21,,General Reading
WikiLeaks: Inside Julian Assange's War on Secrecy,2,3.48,,General Reading
Is Marriage for White People?: How the African American Marriage Decline Affects Everyone,3,3.8,,General Reading
The Best Writing on Mathematics 2010,4,3.76,,General Reading
The Truth Machine,3,3.99,,General Reading
In the Valley of the Shadow: On the Foundations of Religious Belief,2,3.65,,General Reading
The Sandman: Book of Dreams,2,4.3,,General Reading
The Center Cannot Hold: My Journey Through Madness,4,4.3,,General Reading
Melmoth the Wanderer,4,3.75,,General Reading
Vathek,3,3.25,,General Reading
"Visual Explanations: Images and Quantities, Evidence and Narrative",4,4.29,,General Reading
I Hope I Shall Arrive Soon,2,3.95,,General Reading
The Missionary Position: Mother Teresa in Theory and Practice,4,4.05,,General Reading
The Visual Display of Quantitative Information,3,4.38,,General Reading
The Ultimate Harry Potter and Philosophy: Hogwarts for Muggles (The Blackwell Philosophy and Pop Culture Series),3,4.4,,General Reading
The Extended Mind (Bradford Books),1,3.58,,General Reading
Beautiful Evidence,4,4.15,,General Reading
Zettel,3,4.28,,General Reading
Is There Anything Good About Men?: How Cultures Flourish by Exploiting Men,5,3.69,,General Reading
Endgame: Bobby Fischer's Remarkable Rise and Fall—From America's Brightest Prodigy to the Edge of Madness,3,3.91,,General Reading
Opening Up: A Guide to Creating and Sustaining Open Relationships,2,4.07,,General Reading
Steppe,4,3.55,,General Reading
Chthon,1,3.32,,General Reading
"Under a Velvet Cloak (Incarnations of Immortality, #8)",2,3.59,,General Reading
"Statesman (Bio of a Space Tyrant, #5)",3,3.73,,General Reading
"Executive (Bio of a Space Tyrant, #4)",3,3.73,,General Reading
"Politician (Bio of a Space Tyrant, #3)",3,3.73,,General Reading
"Mercenary (Bio of a Space Tyrant, #2)",3,3.81,,General Reading
The Dastard (Xanth #24),2,3.81,,General Reading
"Refugee (Bio of a Space Tyrant, #1)",3,3.74,,General Reading
"Yon Ill Wind (Xanth, #20)",4,3.77,,General Reading
"Phaze Doubt (Apprentice Adept, #7)",3,3.83,,General Reading
"Robot Adept (Apprentice Adept, #5)",2,3.8,,General Reading
"Out of Phaze (Apprentice Adept, #4)",3,3.8,,General Reading
The Color of Her Panties (Xanth #15),3,3.68,,General Reading
"Juxtaposition (Apprentice Adept, #3)",4,3.93,,General Reading
"Blue Adept (Apprentice Adept, #2)",4,3.95,,General Reading
Crewel Lye: A Caustic Yarn (Xanth #8),2,3.74,,General Reading
"Split Infinity (Apprentice Adept, #1)",4,3.97,,General Reading
"And Eternity (Incarnations of Immortality, #7)",4,3.87,,General Reading
"For Love of Evil (Incarnations of Immortality, #6)",4,4.12,,General Reading
"Ogre, Ogre (Xanth #5)",3,3.77,,General Reading
"Centaur Aisle (Xanth, #4)",4,3.81,,General Reading
"Night Mare (Xanth, #6)",2,3.86,,General Reading
"Being a Green Mother (Incarnations of Immortality, #5)",2,3.97,,General Reading
"Wielding a Red Sword (Incarnations of Immortality, #4)",4,3.95,,General Reading
"With a Tangled Skein (Incarnations of Immortality, #3)",3,4.0,,General Reading
"Bearing an Hourglass (Incarnations of Immortality, #2)",4,3.96,,General Reading
"Castle Roogna (Xanth, #3)",2,3.91,,General Reading
"The Source of Magic (Xanth, #2)",3,3.9,,General Reading
"A Spell for Chameleon (Xanth, #1)",3,3.91,,General Reading
"On a Pale Horse (Incarnations of Immortality, #1)",4,4.13,,General Reading
"Foundation and Earth (Foundation, #5)",3,4.06,,General Reading
"Foundation's Edge (Foundation, #4)",4,4.16,,General Reading
"Second Foundation (Foundation, #3)",3,4.27,,General Reading
"Forward the Foundation (Foundation, #7)",4,4.15,,General Reading
"Prelude to Foundation (Foundation, #6)",2,4.16,,General Reading
Nemesis,2,3.8,,General Reading
The Odyssey,4,3.81,,General Reading
Frankenstein,2,3.77,,General Reading
A People’s History of the United States: 1492 - Present,2,4.08,,General Reading
The Giving Tree,3,4.38,,General Reading
The Crucible,3,3.61,,General Reading
Treasure Island,5,3.84,,General Reading
Dr. Jekyll and Mr. Hyde,4,3.84,,General Reading
The Taming of the Shrew,2,3.76,,General Reading
Candide,3,3.76,,General Reading
Twenty Thousand Leagues Under the Sea,5,3.92,,General Reading
Where the Red Fern Grows,4,4.12,,General Reading
The Tell-Tale Heart and Other Writings,4,4.19,,General Reading
Journey to the Center of the Earth,4,3.86,,General Reading
"Debt of Bones (Sword of Truth, #0.5)",1,3.88,,General Reading
"Confessor (Sword of Truth, #11)",3,4.08,,General Reading
"Chainfire (Sword of Truth, #9)",2,3.95,,General Reading
"Naked Empire (Sword of Truth, #8)",2,3.82,,General Reading
"The Pillars of Creation (Sword of Truth, #7)",2,3.7,,General Reading
"Soul of the Fire (Sword of Truth, #5)",2,3.87,,General Reading
"Faith of the Fallen (Sword of Truth, #6)",1,4.1,,General Reading
"Temple of the Winds (Sword of Truth, #4)",3,4.03,,General Reading
"Blood of the Fold (Sword of Truth, #3)",3,3.99,,General Reading
"Wizard's First Rule (Sword of Truth, #1)",5,4.12,,General Reading
"Stone of Tears (Sword of Truth, #2)",4,4.1,,General Reading
"Triss (Redwall, #15)",4,4.03,,General Reading
"The Legend of Luke (Redwall, #12)",2,4.04,,General Reading
"Taggerung (Redwall, #14)",4,4.17,,General Reading
"Marlfox (Redwall, #11)",4,4.05,,General Reading
"Pearls of Lutra (Redwall, #9)",4,4.03,,General Reading
"The Long Patrol (Redwall, #10)",4,4.14,,General Reading
"Outcast of Redwall (Redwall, #8)",3,3.95,,General Reading
"The Bellmaker (Redwall, #7)",3,4.0,,General Reading
"Mariel of Redwall (Redwall, #4)",3,4.0,,General Reading
"Lord Brocktree (Redwall, #13)",2,3.99,,General Reading
"Salamandastron (Redwall, #5)",4,4.11,,General Reading
"Mattimeo (Redwall, #3)",3,4.08,,General Reading
"Mossflower (Redwall, #2)",2,4.12,,General Reading
"Redwall (Redwall, #1)",4,4.14,,General Reading
"Heaven's Reach (Uplift Storm Trilogy, #3)",3,3.97,,General Reading
"New Spring (The Wheel of Time, #0)",1,4.07,,General Reading
Unfinished Tales,3,4.01,,General Reading
"Interview with the Vampire (The Vampire Chronicles, #1)",4,4.04,,General Reading
"The Sword of Shannara (The Original Shannara Trilogy, #1)",1,3.79,,General Reading
"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",1,3.99,,General Reading
"The Druid of Shannara (Heritage of Shannara, #2)",1,4.05,,General Reading
"The Scions of Shannara (Heritage of Shannara, #1)",1,4.02,,General Reading
"The Elf Queen of Shannara (Heritage of Shannara, #3)",1,4.06,,General Reading
Life of Pi,4,3.94,,General Reading
"The Alienist (Dr. Laszlo Kreizler, #1)",4,4.06,,General Reading
The Haunted Mesa,3,3.79,,General Reading
Utopia,2,3.86,,General Reading
"Randomized Clinical Trials: Design, Practice and Reporting",3,4.0,,General Reading
What Is Life? with Mind and Matter and Autobiographical Sketches,5,4.16,,General Reading
"God & Golem, Inc.",2,3.64,,General Reading
Distrust That Particular Flavor,3,3.77,,General Reading
Blunder: Why Smart People Make Bad Decisions,2,3.54,,General Reading
The Intelligent Universe: A New View of Creation and Evolution,3,4.03,,General Reading
Famous First Bubbles: The Fundamentals of Early Manias,4,3.26,,General Reading
"Deep Survival: Who Lives, Who Dies, and Why",4,3.92,,General Reading
Invisible Cities,5,4.15,,General Reading
"Radiance (Luminosity, #2)",2,3.81,,General Reading
"Luminosity (Luminosity, #1)",3,3.69,,General Reading
U.S.A.: The 42nd Parallel / 1919 / The Big Money,4,4.11,,General Reading
Reflections of a Political Economist: Selected Articles on Government Policies and Political Processes,2,2.5,,General Reading
Shining Steel,3,3.04,,General Reading
Nightside City,2,3.57,,General Reading
On the Beach,4,3.96,,General Reading
TAZ: The Temporary Autonomous Zone (New Autonomy),3,3.98,,General Reading
Silence,3,4.12,,General Reading
Anti-Intellectualism in American Life,4,4.12,,General Reading
The Zen Works of Stonehouse: Poems and Talks of a 14th-Century Chinese Hermit,2,4.45,,General Reading
Peace on Earth,3,3.98,,General Reading
His Master's Voice,4,4.11,,General Reading
Li Po and Tu Fu: Poems,4,4.09,,General Reading
Mark Lombardi: Global Networks,5,4.4,,General Reading
"Lilith: A Snake in the Grass (The Four Lords of the Diamond, #1)",3,3.88,,General Reading
"The Return of Nathan Brazil (Saga of the Well World, #4)",3,4.02,,General Reading
"Twilight at the Well of Souls (Saga of the Well World, #5)",3,4.04,,General Reading
"Cerberus: A Wolf in the Fold (The Four Lords of the Diamond, #2)",2,3.94,,General Reading
"Charon: A Dragon at the Gate (The Four Lords of the Diamond, #3)",3,3.93,,General Reading
"Medusa: A Tiger by the Tail (The Four Lords of the Diamond, #4)",3,3.95,,General Reading
"Lords of the Middle Dark (Rings of the Master, #1)",4,3.82,,General Reading
"Pirates of the Thunder (Rings of the Master, #2)",3,3.87,,General Reading
"The Run to Chaos Keep (Quintara Marathon, #2)",1,3.7,,General Reading
"Echoes of the Well of Souls (Watchers at the Well, #1)",3,3.86,,General Reading
"Shadow of the Well of Souls (Watchers at the Well, #2)",3,3.84,,General Reading
Watchers At The Well,3,4.15,,General Reading
"Ghost of the Well of Souls (Saga of the Well World, #7)",2,3.82,,General Reading
"Exiles at the Well of Souls (Saga of the Well World, #2)",3,3.96,,General Reading
"Midnight at the Well of Souls (Saga of the Well World, #1)",3,3.95,,General Reading
The Varieties of Religious Experience,4,3.98,,General Reading
Sense and Goodness Without God: A Defense of Metaphysical Naturalism,3,3.99,,General Reading
Why I Am Not a Christian: Four Conclusive Reasons to Reject the Faith,3,3.93,,General Reading
Not the Impossible Faith,4,4.16,,General Reading
Everything is Obvious: Once You Know the Answer,3,3.82,,General Reading
Exploring the World of Lucid Dreaming,4,4.22,,General Reading
"Race, Evolution, and Behavior: A Life History Perspective",4,3.99,,General Reading
Foreign Babes in Beijing: Behind the Scenes of a New China,3,3.5,,General Reading
Willpower: Rediscovering the Greatest Human Strength,5,3.94,,General Reading
The Singers of Time,3,3.47,,General Reading
Norstrilia,3,4.02,,General Reading
Beelzebub's Tales to His Grandson,2,4.2,,General Reading
"Heechee Rendezvous (Heechee Saga, #3)",3,3.85,,General Reading
3001: The Final Odyssey,3,3.58,,General Reading
"Rendezvous with Rama (Rama, #1)",3,4.12,,General Reading
"Artemis Fowl (Artemis Fowl, #1)",3,3.87,,General Reading
"The Handmaid’s Tale (The Handmaid's Tale, #1)",2,4.15,,General Reading
"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",4,3.98,,General Reading
"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",3,4.05,,General Reading
The Three Musketeers,4,4.09,,General Reading
"Sisterhood of Dune (Schools of Dune, #1)",1,3.86,,General Reading
"The Tombs of Atuan (Earthsea Cycle, #2)",4,4.13,,General Reading
"Tehanu (Earthsea Cycle, #4)",4,3.98,,General Reading
"Tales from Earthsea (Earthsea Cycle, #5)",4,3.97,,General Reading
"The Other Wind (Earthsea Cycle, #6)",3,4.17,,General Reading
"Fables, Vol. 17: Inherit the Wind",3,4.03,,General Reading
"Jack of Fables, Vol. 9: The End",2,3.07,,General Reading
"Jack of Fables, Vol. 8: The Fulminate Blade",2,3.36,,General Reading
